"Código","Municipio","Nivel Educativo","Cantidad de Personas"
1019,"Pueblo Nuevo","Licenciatura",283
1019,"Pueblo Nuevo","Maestria y doctorado",10
1020,"Río Bravo","Ninguno",6075
1020,"Río Bravo","Preprimaria",1093
1020,"Río Bravo","Primaria, 1-3",5570
1020,"Río Bravo","Primaria, 4-5",2414
1020,"Río Bravo","Primaria, 6",3821
1020,"Río Bravo","Basico",3279
1020,"Río Bravo","Diversificado",2175
1020,"Río Bravo","Licenciatura",373
1020,"Río Bravo","Maestria y doctorado",34
1021,"San José La Máquina","Ninguno",4741
1021,"San José La Máquina","Preprimaria",1027
1021,"San José La Máquina","Primaria, 1-3",4677
1021,"San José La Máquina","Primaria, 4-5",2024
1021,"San José La Máquina","Primaria, 6",3060
1021,"San José La Máquina","Basico",2696
1021,"San José La Máquina","Diversificado",2251
1021,"San José La Máquina","Licenciatura",258
1021,"San José La Máquina","Maestria y doctorado",19
1101,"Retalhuleu","Ninguno",12940
1101,"Retalhuleu","Preprimaria",4004
1101,"Retalhuleu","Primaria, 1-3",15498
1101,"Retalhuleu","Primaria, 4-5",6791
1101,"Retalhuleu","Primaria, 6",10815
1101,"Retalhuleu","Basico",12322
1101,"Retalhuleu","Diversificado",15633
1101,"Retalhuleu","Licenciatura",4463
1101,"Retalhuleu","Maestria y doctorado",279
1102,"San Sebastián","Ninguno",4456
1102,"San Sebastián","Preprimaria",1431
1102,"San Sebastián","Primaria, 1-3",5225
1102,"San Sebastián","Primaria, 4-5",2199
1102,"San Sebastián","Primaria, 6",3723
1102,"San Sebastián","Basico",4172
1102,"San Sebastián","Diversificado",4559
1102,"San Sebastián","Licenciatura",957
1102,"San Sebastián","Maestria y doctorado",43
1103,"Santa Cruz Muluá","Ninguno",1680
1103,"Santa Cruz Muluá","Preprimaria",725
1103,"Santa Cruz Muluá","Primaria, 1-3",2353
1103,"Santa Cruz Muluá","Primaria, 4-5",1121
1103,"Santa Cruz Muluá","Primaria, 6",1950
1103,"Santa Cruz Muluá","Basico",1996
1103,"Santa Cruz Muluá","Diversificado",2079
1103,"Santa Cruz Muluá","Licenciatura",330
1103,"Santa Cruz Muluá","Maestria y doctorado",24
1104,"San Martín Zapotitlán","Ninguno",1474
1104,"San Martín Zapotitlán","Preprimaria",558
1104,"San Martín Zapotitlán","Primaria, 1-3",2086
1104,"San Martín Zapotitlán","Primaria, 4-5",881
1104,"San Martín Zapotitlán","Primaria, 6",1438
1104,"San Martín Zapotitlán","Basico",1829
1104,"San Martín Zapotitlán","Diversificado",2347
1104,"San Martín Zapotitlán","Licenciatura",391
1104,"San Martín Zapotitlán","Maestria y doctorado",27
1105,"San Felipe","Ninguno",3025
1105,"San Felipe","Preprimaria",1177
1105,"San Felipe","Primaria, 1-3",3910
1105,"San Felipe","Primaria, 4-5",1773
1105,"San Felipe","Primaria, 6",3229
1105,"San Felipe","Basico",3451
1105,"San Felipe","Diversificado",4370
1105,"San Felipe","Licenciatura",1245
1105,"San Felipe","Maestria y doctorado",51
1106,"San Andrés Villa Seca","Ninguno",9423
1106,"San Andrés Villa Seca","Preprimaria",2346
1106,"San Andrés Villa Seca","Primaria, 1-3",10158
1106,"San Andrés Villa Seca","Primaria, 4-5",4177
1106,"San Andrés Villa Seca","Primaria, 6",6660
1106,"San Andrés Villa Seca","Basico",6052
1106,"San Andrés Villa Seca","Diversificado",3675
1106,"San Andrés Villa Seca","Licenciatura",331
1106,"San Andrés Villa Seca","Maestria y doctorado",66
1107,"Champerico","Ninguno",6493
1107,"Champerico","Preprimaria",1568
1107,"Champerico","Primaria, 1-3",6785
1107,"Champerico","Primaria, 4-5",2889
1107,"Champerico","Primaria, 6",4315
1107,"Champerico","Basico",3992
1107,"Champerico","Diversificado",3272
1107,"Champerico","Licenciatura",360
1107,"Champerico","Maestria y doctorado",25
1108,"Nuevo San Carlos","Ninguno",7459
1108,"Nuevo San Carlos","Preprimaria",1456
1108,"Nuevo San Carlos","Primaria, 1-3",8027
1108,"Nuevo San Carlos","Primaria, 4-5",3176
1108,"Nuevo San Carlos","Primaria, 6",5011
1108,"Nuevo San Carlos","Basico",4749
1108,"Nuevo San Carlos","Diversificado",5303
1108,"Nuevo San Carlos","Licenciatura",805
1108,"Nuevo San Carlos","Maestria y doctorado",63
1109,"El Asintal","Ninguno",6809
1109,"El Asintal","Preprimaria",1609
1109,"El Asintal","Primaria, 1-3",7580
1109,"El Asintal","Primaria, 4-5",3187
1109,"El Asintal","Primaria, 6",4498
1109,"El Asintal","Basico",4422
1109,"El Asintal","Diversificado",4889
1109,"El Asintal","Licenciatura",621
1109,"El Asintal","Maestria y doctorado",55
1201,"San Marcos","Ninguno",5209
1201,"San Marcos","Preprimaria",2356
1201,"San Marcos","Primaria, 1-3",7363
1201,"San Marcos","Primaria, 4-5",3183
1201,"San Marcos","Primaria, 6",5430
1201,"San Marcos","Basico",6440
1201,"San Marcos","Diversificado",8034
1201,"San Marcos","Licenciatura",4875
1201,"San Marcos","Maestria y doctorado",275
1202,"San Pedro Sacatepéquez","Ninguno",10482
1202,"San Pedro Sacatepéquez","Preprimaria",3483
1202,"San Pedro Sacatepéquez","Primaria, 1-3",14254
1202,"San Pedro Sacatepéquez","Primaria, 4-5",4920
1202,"San Pedro Sacatepéquez","Primaria, 6",9614
1202,"San Pedro Sacatepéquez","Basico",9894
1202,"San Pedro Sacatepéquez","Diversificado",12307
1202,"San Pedro Sacatepéquez","Licenciatura",7480
1202,"San Pedro Sacatepéquez","Maestria y doctorado",296
1203,"San Antonio Sacatepéquez","Ninguno",3450
1203,"San Antonio Sacatepéquez","Preprimaria",615
1203,"San Antonio Sacatepéquez","Primaria, 1-3",3961
1203,"San Antonio Sacatepéquez","Primaria, 4-5",1584
1203,"San Antonio Sacatepéquez","Primaria, 6",2231
1203,"San Antonio Sacatepéquez","Basico",2522
1203,"San Antonio Sacatepéquez","Diversificado",2335
1203,"San Antonio Sacatepéquez","Licenciatura",501
1203,"San Antonio Sacatepéquez","Maestria y doctorado",15
1204,"Comitancillo","Ninguno",13545
1204,"Comitancillo","Preprimaria",2897
1204,"Comitancillo","Primaria, 1-3",11287
1204,"Comitancillo","Primaria, 4-5",5224
1204,"Comitancillo","Primaria, 6",8225
1204,"Comitancillo","Basico",5117
1204,"Comitancillo","Diversificado",4850
1204,"Comitancillo","Licenciatura",1204
1204,"Comitancillo","Maestria y doctorado",60
1205,"San Miguel Ixtahuacán","Ninguno",10110
1205,"San Miguel Ixtahuacán","Preprimaria",1817
1205,"San Miguel Ixtahuacán","Primaria, 1-3",10378
1205,"San Miguel Ixtahuacán","Primaria, 4-5",4536
1205,"San Miguel Ixtahuacán","Primaria, 6",6795
1205,"San Miguel Ixtahuacán","Basico",5187
1205,"San Miguel Ixtahuacán","Diversificado",2153
1205,"San Miguel Ixtahuacán","Licenciatura",435
1205,"San Miguel Ixtahuacán","Maestria y doctorado",38
1206,"Concepción Tutuapa","Ninguno",19200
1206,"Concepción Tutuapa","Preprimaria",2632
1206,"Concepción Tutuapa","Primaria, 1-3",14200
1206,"Concepción Tutuapa","Primaria, 4-5",6317
1206,"Concepción Tutuapa","Primaria, 6",8136
1206,"Concepción Tutuapa","Basico",5072
1206,"Concepción Tutuapa","Diversificado",3291
1206,"Concepción Tutuapa","Licenciatura",591
1206,"Concepción Tutuapa","Maestria y doctorado",17
1207,"Tacaná","Ninguno",19575
1207,"Tacaná","Preprimaria",2226
1207,"Tacaná","Primaria, 1-3",17356
1207,"Tacaná","Primaria, 4-5",6969
1207,"Tacaná","Primaria, 6",10572
1207,"Tacaná","Basico",6281
1207,"Tacaná","Diversificado",4638
1207,"Tacaná","Licenciatura",616
1207,"Tacaná","Maestria y doctorado",39
1208,"Sibinal","Ninguno",3123
1208,"Sibinal","Preprimaria",730
1208,"Sibinal","Primaria, 1-3",3361
1208,"Sibinal","Primaria, 4-5",1541
1208,"Sibinal","Primaria, 6",2100
1208,"Sibinal","Basico",1845
1208,"Sibinal","Diversificado",1242
1208,"Sibinal","Licenciatura",165
1208,"Sibinal","Maestria y doctorado",6
1209,"Tajumulco","Ninguno",15996
1209,"Tajumulco","Preprimaria",1625
1209,"Tajumulco","Primaria, 1-3",10893
1209,"Tajumulco","Primaria, 4-5",4821
1209,"Tajumulco","Primaria, 6",6310
1209,"Tajumulco","Basico",3146
1209,"Tajumulco","Diversificado",1735
1209,"Tajumulco","Licenciatura",164
1209,"Tajumulco","Maestria y doctorado",81
1210,"Tejutla","Ninguno",4981
1210,"Tejutla","Preprimaria",1404
1210,"Tejutla","Primaria, 1-3",9811
1210,"Tejutla","Primaria, 4-5",3717
1210,"Tejutla","Primaria, 6",6967
1210,"Tejutla","Basico",3755
1210,"Tejutla","Diversificado",3144
1210,"Tejutla","Licenciatura",512
1210,"Tejutla","Maestria y doctorado",27
1211,"San Rafael Pie de la Cuesta","Ninguno",2144
1211,"San Rafael Pie de la Cuesta","Preprimaria",742
1211,"San Rafael Pie de la Cuesta","Primaria, 1-3",3669
1211,"San Rafael Pie de la Cuesta","Primaria, 4-5",1356
1211,"San Rafael Pie de la Cuesta","Primaria, 6",2090
1211,"San Rafael Pie de la Cuesta","Basico",2414
1211,"San Rafael Pie de la Cuesta","Diversificado",2674
1211,"San Rafael Pie de la Cuesta","Licenciatura",601
1211,"San Rafael Pie de la Cuesta","Maestria y doctorado",19
1212,"Nuevo Progreso","Ninguno",5550
1212,"Nuevo Progreso","Preprimaria",1390
1212,"Nuevo Progreso","Primaria, 1-3",6754
1212,"Nuevo Progreso","Primaria, 4-5",2758
1212,"Nuevo Progreso","Primaria, 6",4320
1212,"Nuevo Progreso","Basico",3642
1212,"Nuevo Progreso","Diversificado",2545
1212,"Nuevo Progreso","Licenciatura",392
1212,"Nuevo Progreso","Maestria y doctorado",28
1213,"El Tumbador","Ninguno",8515
1213,"El Tumbador","Preprimaria",1438
1213,"El Tumbador","Primaria, 1-3",11277
1213,"El Tumbador","Primaria, 4-5",4160
1213,"El Tumbador","Primaria, 6",5222
1213,"El Tumbador","Basico",5154
1213,"El Tumbador","Diversificado",3761
1213,"El Tumbador","Licenciatura",638
1213,"El Tumbador","Maestria y doctorado",65
1214,"San José el Rodeo","Ninguno",3146
1214,"San José el Rodeo","Preprimaria",680
1214,"San José el Rodeo","Primaria, 1-3",3987
1214,"San José el Rodeo","Primaria, 4-5",1626
1214,"San José el Rodeo","Primaria, 6",2420
1214,"San José el Rodeo","Basico",2267
1214,"San José el Rodeo","Diversificado",1796
1214,"San José el Rodeo","Licenciatura",331
1214,"San José el Rodeo","Maestria y doctorado",12
1215,"Malacatán","Ninguno",19799
1215,"Malacatán","Preprimaria",3511
1215,"Malacatán","Primaria, 1-3",20624
1215,"Malacatán","Primaria, 4-5",8457
1215,"Malacatán","Primaria, 6",12288
1215,"Malacatán","Basico",9538
1215,"Malacatán","Diversificado",7694
1215,"Malacatán","Licenciatura",2131
1215,"Malacatán","Maestria y doctorado",113
1216,"Catarina","Ninguno",4671
1216,"Catarina","Preprimaria",1431
1216,"Catarina","Primaria, 1-3",6432
1216,"Catarina","Primaria, 4-5",2485
1216,"Catarina","Primaria, 6",3855
1216,"Catarina","Basico",3888
1216,"Catarina","Diversificado",3870
1216,"Catarina","Licenciatura",765
1216,"Catarina","Maestria y doctorado",42
1217,"Ayutla","Ninguno",5273
1217,"Ayutla","Preprimaria",1690
1217,"Ayutla","Primaria, 1-3",7133
1217,"Ayutla","Primaria, 4-5",3226
1217,"Ayutla","Primaria, 6",5127
1217,"Ayutla","Basico",5721
1217,"Ayutla","Diversificado",4651
1217,"Ayutla","Licenciatura",676
1217,"Ayutla","Maestria y doctorado",58
1218,"Ocós","Ninguno",1773
1218,"Ocós","Preprimaria",412
1218,"Ocós","Primaria, 1-3",2458
1218,"Ocós","Primaria, 4-5",1116
1218,"Ocós","Primaria, 6",1664
1218,"Ocós","Basico",1339
1218,"Ocós","Diversificado",934
1218,"Ocós","Licenciatura",100
1218,"Ocós","Maestria y doctorado",9
1219,"San Pablo","Ninguno",9640
1219,"San Pablo","Preprimaria",2053
1219,"San Pablo","Primaria, 1-3",10649
1219,"San Pablo","Primaria, 4-5",4494
1219,"San Pablo","Primaria, 6",6528
1219,"San Pablo","Basico",5608
1219,"San Pablo","Diversificado",4459
1219,"San Pablo","Licenciatura",783
1219,"San Pablo","Maestria y doctorado",25
1220,"El Quetzal","Ninguno",4754
1220,"El Quetzal","Preprimaria",788
1220,"El Quetzal","Primaria, 1-3",5927
1220,"El Quetzal","Primaria, 4-5",2189
1220,"El Quetzal","Primaria, 6",2816
1220,"El Quetzal","Basico",2560
1220,"El Quetzal","Diversificado",1825
1220,"El Quetzal","Licenciatura",217
1220,"El Quetzal","Maestria y doctorado",12
1221,"La Reforma","Ninguno",3455
1221,"La Reforma","Preprimaria",695
1221,"La Reforma","Primaria, 1-3",4391
1221,"La Reforma","Primaria, 4-5",1600
1221,"La Reforma","Primaria, 6",2248
1221,"La Reforma","Basico",2190
1221,"La Reforma","Diversificado",1513
1221,"La Reforma","Licenciatura",134
1221,"La Reforma","Maestria y doctorado",33
1222,"Pajapita","Ninguno",3152
1222,"Pajapita","Preprimaria",850
1222,"Pajapita","Primaria, 1-3",4677
1222,"Pajapita","Primaria, 4-5",1980
1222,"Pajapita","Primaria, 6",2898
1222,"Pajapita","Basico",3029
1222,"Pajapita","Diversificado",2637
1222,"Pajapita","Licenciatura",540
1222,"Pajapita","Maestria y doctorado",28
1223,"Ixchiguán","Ninguno",5216
1223,"Ixchiguán","Preprimaria",991
1223,"Ixchiguán","Primaria, 1-3",5189
1223,"Ixchiguán","Primaria, 4-5",2164
1223,"Ixchiguán","Primaria, 6",3100
1223,"Ixchiguán","Basico",1737
1223,"Ixchiguán","Diversificado",1198
1223,"Ixchiguán","Licenciatura",264
1223,"Ixchiguán","Maestria y doctorado",10
1224,"San José Ojetenam","Ninguno",4703
1224,"San José Ojetenam","Preprimaria",701
1224,"San José Ojetenam","Primaria, 1-3",5004
1224,"San José Ojetenam","Primaria, 4-5",1894
1224,"San José Ojetenam","Primaria, 6",2419
1224,"San José Ojetenam","Basico",1343
1224,"San José Ojetenam","Diversificado",934
1224,"San José Ojetenam","Licenciatura",83
1224,"San José Ojetenam","Maestria y doctorado",9
1225,"San Cristóbal Cucho","Ninguno",3243
1225,"San Cristóbal Cucho","Preprimaria",631
1225,"San Cristóbal Cucho","Primaria, 1-3",4866
1225,"San Cristóbal Cucho","Primaria, 4-5",1735
1225,"San Cristóbal Cucho","Primaria, 6",2088
1225,"San Cristóbal Cucho","Basico",1319
1225,"San Cristóbal Cucho","Diversificado",873
1225,"San Cristóbal Cucho","Licenciatura",239
1225,"San Cristóbal Cucho","Maestria y doctorado",15
1226,"Sipacapa","Ninguno",4777
1226,"Sipacapa","Preprimaria",801
1226,"Sipacapa","Primaria, 1-3",4286
1226,"Sipacapa","Primaria, 4-5",1866
1226,"Sipacapa","Primaria, 6",2427
1226,"Sipacapa","Basico",2168
1226,"Sipacapa","Diversificado",1306
1226,"Sipacapa","Licenciatura",192
1226,"Sipacapa","Maestria y doctorado",22
1227,"Esquipulas Palo Gordo","Ninguno",1848
1227,"Esquipulas Palo Gordo","Preprimaria",592
1227,"Esquipulas Palo Gordo","Primaria, 1-3",2559
1227,"Esquipulas Palo Gordo","Primaria, 4-5",1038
1227,"Esquipulas Palo Gordo","Primaria, 6",1919
1227,"Esquipulas Palo Gordo","Basico",1635
1227,"Esquipulas Palo Gordo","Diversificado",1721
1227,"Esquipulas Palo Gordo","Licenciatura",314
1227,"Esquipulas Palo Gordo","Maestria y doctorado",14
1228,"Río Blanco","Ninguno",725
1228,"Río Blanco","Preprimaria",211
1228,"Río Blanco","Primaria, 1-3",1095
1228,"Río Blanco","Primaria, 4-5",470
1228,"Río Blanco","Primaria, 6",716
1228,"Río Blanco","Basico",666
1228,"Río Blanco","Diversificado",725
1228,"Río Blanco","Licenciatura",188
1228,"Río Blanco","Maestria y doctorado",6
1229,"San Lorenzo","Ninguno",2178
1229,"San Lorenzo","Preprimaria",612
1229,"San Lorenzo","Primaria, 1-3",2537
1229,"San Lorenzo","Primaria, 4-5",976
1229,"San Lorenzo","Primaria, 6",1248
1229,"San Lorenzo","Basico",1772
1229,"San Lorenzo","Diversificado",2037
1229,"San Lorenzo","Licenciatura",357
1229,"San Lorenzo","Maestria y doctorado",31
1230,"La Blanca","Ninguno",5573
1230,"La Blanca","Preprimaria",1113
1230,"La Blanca","Primaria, 1-3",7183
1230,"La Blanca","Primaria, 4-5",2989
1230,"La Blanca","Primaria, 6",3493
1230,"La Blanca","Basico",3433
1230,"La Blanca","Diversificado",2019
1230,"La Blanca","Licenciatura",300
1230,"La Blanca","Maestria y doctorado",32
1301,"Huehuetenango","Ninguno",14298
1301,"Huehuetenango","Preprimaria",4507
1301,"Huehuetenango","Primaria, 1-3",16823
1301,"Huehuetenango","Primaria, 4-5",7436
1301,"Huehuetenango","Primaria, 6",16064
1301,"Huehuetenango","Basico",16409
1301,"Huehuetenango","Diversificado",21936
1301,"Huehuetenango","Licenciatura",10378
1301,"Huehuetenango","Maestria y doctorado",772
1302,"Chiantla","Ninguno",19678
1302,"Chiantla","Preprimaria",3432
1302,"Chiantla","Primaria, 1-3",22013
1302,"Chiantla","Primaria, 4-5",9027
1302,"Chiantla","Primaria, 6",12216
1302,"Chiantla","Basico",5106
1302,"Chiantla","Diversificado",4937
1302,"Chiantla","Licenciatura",1893
1302,"Chiantla","Maestria y doctorado",110
1303,"Malacatancito","Ninguno",3473
1303,"Malacatancito","Preprimaria",606
1303,"Malacatancito","Primaria, 1-3",3994
1303,"Malacatancito","Primaria, 4-5",1641
1303,"Malacatancito","Primaria, 6",3143
1303,"Malacatancito","Basico",2448
1303,"Malacatancito","Diversificado",1689
1303,"Malacatancito","Licenciatura",358
1303,"Malacatancito","Maestria y doctorado",34
1304,"Cuilco","Ninguno",16030
1304,"Cuilco","Preprimaria",1270
1304,"Cuilco","Primaria, 1-3",17387
1304,"Cuilco","Primaria, 4-5",6859
1304,"Cuilco","Primaria, 6",7487
1304,"Cuilco","Basico",2256
1304,"Cuilco","Diversificado",1852
1304,"Cuilco","Licenciatura",396
1304,"Cuilco","Maestria y doctorado",36
1305,"Nentón","Ninguno",12182
1305,"Nentón","Preprimaria",2162
1305,"Nentón","Primaria, 1-3",11075
1305,"Nentón","Primaria, 4-5",5255
1305,"Nentón","Primaria, 6",6296
1305,"Nentón","Basico",1717
1305,"Nentón","Diversificado",1155
1305,"Nentón","Licenciatura",402
1305,"Nentón","Maestria y doctorado",21
1306,"San Pedro Necta","Ninguno",8612
1306,"San Pedro Necta","Preprimaria",1815
1306,"San Pedro Necta","Primaria, 1-3",7667
1306,"San Pedro Necta","Primaria, 4-5",4302
1306,"San Pedro Necta","Primaria, 6",6609
1306,"San Pedro Necta","Basico",2446
1306,"San Pedro Necta","Diversificado",2586
1306,"San Pedro Necta","Licenciatura",387
1306,"San Pedro Necta","Maestria y doctorado",22
1307,"Jacaltenango","Ninguno",5636
1307,"Jacaltenango","Preprimaria",1520
1307,"Jacaltenango","Primaria, 1-3",6232
1307,"Jacaltenango","Primaria, 4-5",3415
1307,"Jacaltenango","Primaria, 6",6752
1307,"Jacaltenango","Basico",3441
1307,"Jacaltenango","Diversificado",4592
1307,"Jacaltenango","Licenciatura",2158
1307,"Jacaltenango","Maestria y doctorado",104
1308,"San Pedro Soloma","Ninguno",13145
1308,"San Pedro Soloma","Preprimaria",1998
1308,"San Pedro Soloma","Primaria, 1-3",10805
1308,"San Pedro Soloma","Primaria, 4-5",4824
1308,"San Pedro Soloma","Primaria, 6",6431
1308,"San Pedro Soloma","Basico",3093
1308,"San Pedro Soloma","Diversificado",2088
1308,"San Pedro Soloma","Licenciatura",509
1308,"San Pedro Soloma","Maestria y doctorado",38
1309,"San Ildefonso Ixtahuacán","Ninguno",10680
1309,"San Ildefonso Ixtahuacán","Preprimaria",1898
1309,"San Ildefonso Ixtahuacán","Primaria, 1-3",7506
1309,"San Ildefonso Ixtahuacán","Primaria, 4-5",4237
1309,"San Ildefonso Ixtahuacán","Primaria, 6",9845
1309,"San Ildefonso Ixtahuacán","Basico",2178
1309,"San Ildefonso Ixtahuacán","Diversificado",1904
1309,"San Ildefonso Ixtahuacán","Licenciatura",624
1309,"San Ildefonso Ixtahuacán","Maestria y doctorado",17
1310,"Santa Bárbara","Ninguno",12161
1310,"Santa Bárbara","Preprimaria",692
1310,"Santa Bárbara","Primaria, 1-3",6117
1310,"Santa Bárbara","Primaria, 4-5",2914
1310,"Santa Bárbara","Primaria, 6",6263
1310,"Santa Bárbara","Basico",964
1310,"Santa Bárbara","Diversificado",413
1310,"Santa Bárbara","Licenciatura",50
1310,"Santa Bárbara","Maestria y doctorado",11
1311,"La Libertad","Ninguno",10229
1311,"La Libertad","Preprimaria",1367
1311,"La Libertad","Primaria, 1-3",9457
1311,"La Libertad","Primaria, 4-5",4273
1311,"La Libertad","Primaria, 6",5584
1311,"La Libertad","Basico",1738
1311,"La Libertad","Diversificado",1252
1311,"La Libertad","Licenciatura",186
1311,"La Libertad","Maestria y doctorado",43
1312,"La Democracia","Ninguno",12904
1312,"La Democracia","Preprimaria",2205
1312,"La Democracia","Primaria, 1-3",11970
1312,"La Democracia","Primaria, 4-5",5856
1312,"La Democracia","Primaria, 6",9187
1312,"La Democracia","Basico",3496
1312,"La Democracia","Diversificado",3478
1312,"La Democracia","Licenciatura",521
1312,"La Democracia","Maestria y doctorado",67
1313,"San Miguel Acatán","Ninguno",9074
1313,"San Miguel Acatán","Preprimaria",1088
1313,"San Miguel Acatán","Primaria, 1-3",6730
1313,"San Miguel Acatán","Primaria, 4-5",2631
1313,"San Miguel Acatán","Primaria, 6",2799
1313,"San Miguel Acatán","Basico",715
1313,"San Miguel Acatán","Diversificado",421
1313,"San Miguel Acatán","Licenciatura",134
1313,"San Miguel Acatán","Maestria y doctorado",5
1314,"San Rafael La Independencia","Ninguno",3983
1314,"San Rafael La Independencia","Preprimaria",524
1314,"San Rafael La Independencia","Primaria, 1-3",3723
1314,"San Rafael La Independencia","Primaria, 4-5",1477
1314,"San Rafael La Independencia","Primaria, 6",1479
1314,"San Rafael La Independencia","Basico",570
1314,"San Rafael La Independencia","Diversificado",491
1314,"San Rafael La Independencia","Licenciatura",120
1314,"San Rafael La Independencia","Maestria y doctorado",2
1315,"Todos Santos Cuchumatán","Ninguno",10066
1315,"Todos Santos Cuchumatán","Preprimaria",1035
1315,"Todos Santos Cuchumatán","Primaria, 1-3",5873
1315,"Todos Santos Cuchumatán","Primaria, 4-5",3032
1315,"Todos Santos Cuchumatán","Primaria, 6",4789
1315,"Todos Santos Cuchumatán","Basico",1075
1315,"Todos Santos Cuchumatán","Diversificado",828
1315,"Todos Santos Cuchumatán","Licenciatura",165
1315,"Todos Santos Cuchumatán","Maestria y doctorado",14
1316,"San Juan Atitán","Ninguno",8015
1316,"San Juan Atitán","Preprimaria",571
1316,"San Juan Atitán","Primaria, 1-3",3465
1316,"San Juan Atitán","Primaria, 4-5",1910
1316,"San Juan Atitán","Primaria, 6",2618
1316,"San Juan Atitán","Basico",521
1316,"San Juan Atitán","Diversificado",363
1316,"San Juan Atitán","Licenciatura",27
1316,"San Juan Atitán","Maestria y doctorado",6
1317,"Santa Eulalia","Ninguno",10968
1317,"Santa Eulalia","Preprimaria",1466
1317,"Santa Eulalia","Primaria, 1-3",8929
1317,"Santa Eulalia","Primaria, 4-5",4295
1317,"Santa Eulalia","Primaria, 6",4262
1317,"Santa Eulalia","Basico",2728
1317,"Santa Eulalia","Diversificado",1186
1317,"Santa Eulalia","Licenciatura",311
1317,"Santa Eulalia","Maestria y doctorado",52
1318,"San Mateo Ixtatán","Ninguno",17227
1318,"San Mateo Ixtatán","Preprimaria",1422
1318,"San Mateo Ixtatán","Primaria, 1-3",8050
1318,"San Mateo Ixtatán","Primaria, 4-5",4517
1318,"San Mateo Ixtatán","Primaria, 6",4568
1318,"San Mateo Ixtatán","Basico",1478
1318,"San Mateo Ixtatán","Diversificado",676
1318,"San Mateo Ixtatán","Licenciatura",285
1318,"San Mateo Ixtatán","Maestria y doctorado",15
1319,"Colotenango","Ninguno",10092
1319,"Colotenango","Preprimaria",1229
1319,"Colotenango","Primaria, 1-3",6570
1319,"Colotenango","Primaria, 4-5",4125
1319,"Colotenango","Primaria, 6",6485
1319,"Colotenango","Basico",1049
1319,"Colotenango","Diversificado",784
1319,"Colotenango","Licenciatura",144
1319,"Colotenango","Maestria y doctorado",13
1320,"San Sebastián Huehuetenango","Ninguno",8317
1320,"San Sebastián Huehuetenango","Preprimaria",1177
1320,"San Sebastián Huehuetenango","Primaria, 1-3",6073
1320,"San Sebastián Huehuetenango","Primaria, 4-5",3216
1320,"San Sebastián Huehuetenango","Primaria, 6",6535
1320,"San Sebastián Huehuetenango","Basico",1794
1320,"San Sebastián Huehuetenango","Diversificado",1706
1320,"San Sebastián Huehuetenango","Licenciatura",174
1320,"San Sebastián Huehuetenango","Maestria y doctorado",24
1321,"Tectitán","Ninguno",3036
1321,"Tectitán","Preprimaria",307
1321,"Tectitán","Primaria, 1-3",2715
1321,"Tectitán","Primaria, 4-5",930
1321,"Tectitán","Primaria, 6",1515
1321,"Tectitán","Basico",848
1321,"Tectitán","Diversificado",227
1321,"Tectitán","Licenciatura",64
1321,"Tectitán","Maestria y doctorado",12
1322,"Concepción Huista","Ninguno",5685
1322,"Concepción Huista","Preprimaria",765
1322,"Concepción Huista","Primaria, 1-3",4260
1322,"Concepción Huista","Primaria, 4-5",2046
1322,"Concepción Huista","Primaria, 6",2380
1322,"Concepción Huista","Basico",846
1322,"Concepción Huista","Diversificado",583
1322,"Concepción Huista","Licenciatura",168
1322,"Concepción Huista","Maestria y doctorado",8
1323,"San Juan Ixcoy","Ninguno",7079
1323,"San Juan Ixcoy","Preprimaria",817
1323,"San Juan Ixcoy","Primaria, 1-3",4869
1323,"San Juan Ixcoy","Primaria, 4-5",2259
1323,"San Juan Ixcoy","Primaria, 6",2798
1323,"San Juan Ixcoy","Basico",1517
1323,"San Juan Ixcoy","Diversificado",737
1323,"San Juan Ixcoy","Licenciatura",138
1323,"San Juan Ixcoy","Maestria y doctorado",8
1324,"San Antonio Huista","Ninguno",3289
1324,"San Antonio Huista","Preprimaria",917
1324,"San Antonio Huista","Primaria, 1-3",3503
1324,"San Antonio Huista","Primaria, 4-5",1629
1324,"San Antonio Huista","Primaria, 6",2151
1324,"San Antonio Huista","Basico",1600
1324,"San Antonio Huista","Diversificado",1574
1324,"San Antonio Huista","Licenciatura",493
1324,"San Antonio Huista","Maestria y doctorado",18
1325,"San Sebastián Coatán","Ninguno",6561
1325,"San Sebastián Coatán","Preprimaria",844
1325,"San Sebastián Coatán","Primaria, 1-3",4927
1325,"San Sebastián Coatán","Primaria, 4-5",2817
1325,"San Sebastián Coatán","Primaria, 6",1445
1325,"San Sebastián Coatán","Basico",1341
1325,"San Sebastián Coatán","Diversificado",470
1325,"San Sebastián Coatán","Licenciatura",138
1325,"San Sebastián Coatán","Maestria y doctorado",7
1326,"Santa Cruz Barillas","Ninguno",27957
1326,"Santa Cruz Barillas","Preprimaria",3466
1326,"Santa Cruz Barillas","Primaria, 1-3",20334
1326,"Santa Cruz Barillas","Primaria, 4-5",10177
1326,"Santa Cruz Barillas","Primaria, 6",13750
1326,"Santa Cruz Barillas","Basico",7008
1326,"Santa Cruz Barillas","Diversificado",4692
1326,"Santa Cruz Barillas","Licenciatura",1027
1326,"Santa Cruz Barillas","Maestria y doctorado",88
1327,"Aguacatán","Ninguno",13987
1327,"Aguacatán","Preprimaria",1845
1327,"Aguacatán","Primaria, 1-3",9384
