"Código","Municipio","Total de personas","Lugar de Residencia en 2013","Personas","Porcentaje de la Poblacion"
2210,"Zapotitlán",9126,"En otro paÍs",24,0.26
2211,"Comapa",32207,"En otro paÍs",48,0.15
2212,"Jalpatagua",28832,"En otro paÍs",117,0.41
2213,"Conguaco",23452,"En otro paÍs",13,0.06
2214,"Moyuta",39781,"En otro paÍs",131,0.33
2215,"Pasaco",8854,"En otro paÍs",40,0.45
2216,"San José Acatempa",13206,"En otro paÍs",28,0.21
2217,"Quesada",22710,"En otro paÍs",32,0.14
101,"Guatemala",923392,"No especificado",7722,0.84
102,"Santa Catarina Pinula",80582,"No especificado",713,0.88
103,"San José Pinula",79844,"No especificado",882,1.1
104,"San José del Golfo",7229,"No especificado",50,0.69
105,"Palencia",70973,"No especificado",187,0.26
106,"Chinautla",114752,"No especificado",856,0.75
107,"San Pedro Ayampuc",58609,"No especificado",393,0.67
108,"Mixco",465773,"No especificado",6019,1.29
109,"San Pedro Sacatepéquez",51292,"No especificado",251,0.49
110,"San Juan Sacatepéquez",218156,"No especificado",4904,2.25
111,"San Raymundo",31605,"No especificado",104,0.33
112,"Chuarrancho",12638,"No especificado",31,0.25
113,"Fraijanes",58922,"No especificado",550,0.93
114,"Amatitlán",116711,"No especificado",932,0.8
115,"Villa Nueva",433734,"No especificado",7667,1.77
116,"Villa Canales",155422,"No especificado",1564,1.01
117,"San Miguel Petapa",135447,"No especificado",2033,1.5
201,"Guastatoya",24821,"No especificado",125,0.5
202,"Morazán",12164,"No especificado",71,0.58
203,"San Agustín Acasaguastlán",45765,"No especificado",320,0.7
204,"San Cristóbal Acasaguastlán",7199,"No especificado",108,1.5
205,"El Jícaro",13128,"No especificado",57,0.43
206,"Sansare",13154,"No especificado",81,0.62
207,"Sanarate",39444,"No especificado",320,0.81
208,"San Antonio la Paz",20957,"No especificado",138,0.66
301,"Antigua Guatemala",46054,"No especificado",554,1.2
302,"Jocotenango",21657,"No especificado",266,1.23
303,"Pastores",17814,"No especificado",155,0.87
304,"Sumpango",37260,"No especificado",1087,2.92
305,"Santo Domingo Xenacoj",12402,"No especificado",94,0.76
306,"Santiago Sacatepéquez",29238,"No especificado",660,2.26
307,"San Bartolomé Milpas Altas",7816,"No especificado",53,0.68
308,"San Lucas Sacatepéquez",23369,"No especificado",322,1.38
309,"Santa Lucía Milpas Altas",15570,"No especificado",359,2.31
310,"Magdalena Milpas Altas",11856,"No especificado",42,0.35
311,"Santa María de Jesús",21938,"No especificado",129,0.59
312,"Ciudad Vieja",33405,"No especificado",751,2.25
313,"San Miguel Dueñas",12696,"No especificado",348,2.74
314,"San Juan Alotenango",23986,"No especificado",191,0.8
315,"San Antonio Aguas Calientes",11347,"No especificado",173,1.52
316,"Santa Catarina Barahona",4061,"No especificado",12,0.3
401,"Chimaltenango",96985,"No especificado",1207,1.24
402,"San José Poaquil",26845,"No especificado",58,0.22
403,"San Martín Jilotepeque",73469,"No especificado",191,0.26
404,"San Juan Comalapa",48597,"No especificado",217,0.45
405,"Santa Apolonia",18540,"No especificado",75,0.4
406,"Tecpán Guatemala",91927,"No especificado",212,0.23
407,"Patzún",58240,"No especificado",862,1.48
408,"San Miguel Pochuta",8790,"No especificado",27,0.31
409,"Patzicía",33207,"No especificado",190,0.57
410,"Santa Cruz Balanyá",9479,"No especificado",14,0.15
411,"Acatenango",23228,"No especificado",139,0.6
412,"San Pedro Yepocapa",34948,"No especificado",93,0.27
413,"San Andrés Itzapa",32083,"No especificado",191,0.6
414,"Parramos",15924,"No especificado",288,1.81
415,"Zaragoza",24022,"No especificado",139,0.58
416,"El Tejar",19492,"No especificado",770,3.95
501,"Escuintla",156313,"No especificado",2493,1.59
502,"Santa Lucía Cotzumalguapa",112780,"No especificado",2117,1.88
503,"La Democracia",23017,"No especificado",139,0.6
504,"Siquinalá",22968,"No especificado",712,3.1
505,"Masagua",45323,"No especificado",695,1.53
506,"Tiquisate",57292,"No especificado",496,0.87
507,"La Gomera",46666,"No especificado",479,1.03
508,"Guanagazapa",15958,"No especificado",161,1.01
509,"San José",62801,"No especificado",597,0.95
510,"Iztapa",18342,"No especificado",65,0.35
511,"Palín",65873,"No especificado",982,1.49
512,"San Vicente Pacaya",16705,"No especificado",109,0.65
513,"Nueva Concepción",72909,"No especificado",372,0.51
514,"Sipacate",16234,"No especificado",280,1.72
601,"Cuilapa",41359,"No especificado",260,0.63
602,"Barberena",58276,"No especificado",302,0.52
603,"Santa Rosa de Lima",19702,"No especificado",68,0.35
604,"Casillas",24956,"No especificado",91,0.36
605,"San Rafael las Flores",12641,"No especificado",48,0.38
606,"Oratorio",24954,"No especificado",63,0.25
607,"San Juan Tecuaco",10122,"No especificado",19,0.19
608,"Chiquimulilla",53727,"No especificado",357,0.66
609,"Taxisco",29846,"No especificado",71,0.24
610,"Santa María Ixhuatán",23801,"No especificado",71,0.3
611,"Guazacapán",18855,"No especificado",40,0.21
612,"Santa Cruz Naranjo",16385,"No especificado",63,0.38
613,"Pueblo Nuevo Viñas",25529,"No especificado",164,0.64
614,"Nueva Santa Rosa",36454,"No especificado",99,0.27
701,"Sololá",88612,"No especificado",496,0.56
702,"San José Chacayá",4068,"No especificado",17,0.42
703,"Santa María Visitación",2370,"No especificado",6,0.25
704,"Santa Lucía Utatlán",21284,"No especificado",52,0.24
705,"Nahualá",75430,"No especificado",277,0.37
706,"Santa Catarina Ixtahuacán",56981,"No especificado",504,0.88
707,"Santa Clara la Laguna",9405,"No especificado",24,0.26
708,"Concepción",6601,"No especificado",42,0.64
709,"San Andrés Semetabaj",13142,"No especificado",114,0.87
710,"Panajachel",15077,"No especificado",44,0.29
711,"Santa Catarina Palopó",3924,"No especificado",85,2.17
712,"San Antonio Palopó",14437,"No especificado",66,0.46
713,"San Lucas Tolimán",29772,"No especificado",104,0.35
714,"Santa Cruz la Laguna",5820,"No especificado",10,0.17
715,"San Pablo la Laguna",7299,"No especificado",50,0.69
716,"San Marcos la Laguna",2617,"No especificado",12,0.46
717,"San Juan la Laguna",12162,"No especificado",49,0.4
718,"San Pedro la Laguna",10705,"No especificado",52,0.49
719,"Santiago Atitlán",41877,"No especificado",340,0.81
801,"Totonicapán",103952,"No especificado",605,0.58
802,"San Cristóbal Totonicapán",36119,"No especificado",1654,4.58
803,"San Francisco el Alto",57894,"No especificado",3158,5.45
804,"San Andrés Xecul",26984,"No especificado",323,1.2
805,"Momostenango",105617,"No especificado",1562,1.48
806,"Santa María Chiquimula",55013,"No especificado",287,0.52
807,"Santa Lucía la Reforma",22378,"No especificado",84,0.38
808,"San Bartolo Aguas Calientes",10612,"No especificado",80,0.75
901,"Quetzaltenango",180706,"No especificado",2288,1.27
902,"Salcajá",19434,"No especificado",126,0.65
903,"San Juan Olintepeque",35060,"No especificado",207,0.59
904,"San Carlos Sija",30224,"No especificado",243,0.8
905,"Sibilia",8407,"No especificado",25,0.3
906,"Cabricán",23033,"No especificado",103,0.45
907,"Cajolá",14948,"No especificado",31,0.21
908,"San Miguel Siguilá",7889,"No especificado",24,0.3
909,"San Juan Ostuncalco",51828,"No especificado",1298,2.5
910,"San Mateo",7895,"No especificado",114,1.44
911,"Concepción Chiquirichapa",17342,"No especificado",111,0.64
912,"San Martín Sacatepéquez",29373,"No especificado",78,0.27
913,"Almolonga",15724,"No especificado",149,0.95
914,"Cantel",42142,"No especificado",176,0.42
915,"Huitán",13450,"No especificado",35,0.26
916,"Zunil",14118,"No especificado",32,0.23
917,"Colomba Costa Cuca",47544,"No especificado",290,0.61
918,"San Francisco la Unión",7939,"No especificado",20,0.25
919,"El Palmar",29132,"No especificado",121,0.42
920,"Coatepeque",105415,"No especificado",1665,1.58
921,"Génova",37497,"No especificado",163,0.43
922,"Flores Costa Cuca",21630,"No especificado",154,0.71
923,"La Esperanza",22166,"No especificado",349,1.57
924,"Palestina de los Altos",16205,"No especificado",32,0.2
1001,"Mazatenango",77431,"No especificado",781,1.01
1002,"Cuyotenango",33436,"No especificado",142,0.42
1003,"San Francisco Zapotitlán",22533,"No especificado",50,0.22
1004,"San Bernardino",15849,"No especificado",77,0.49
1005,"San José el Ídolo",10212,"No especificado",113,1.11
1006,"Santo Domingo Suchitepéquez",42291,"No especificado",328,0.78
1007,"San Lorenzo",13282,"No especificado",26,0.2
1008,"Samayac",24790,"No especificado",264,1.06
1009,"San Pablo Jocopilas",20433,"No especificado",61,0.3
1010,"San Antonio Suchitepéquez",59184,"No especificado",275,0.46
1011,"San Miguel Panán",10320,"No especificado",24,0.23
1012,"San Gabriel",7383,"No especificado",33,0.45
1013,"Chicacao",60735,"No especificado",173,0.28
1014,"Patulul",40683,"No especificado",190,0.47
1015,"Santa Bárbara",26346,"No especificado",112,0.43
1016,"San Juan Bautista",7826,"No especificado",43,0.55
1017,"Santo Tomas la Unión",11698,"No especificado",15,0.13
1018,"Zunilito",8280,"No especificado",30,0.36
1019,"Pueblo Nuevo",11315,"No especificado",65,0.57
1020,"Río Bravo",27606,"No especificado",127,0.46
1021,"San José La Máquina",23062,"No especificado",60,0.26
1101,"Retalhuleu",90505,"No especificado",555,0.61
1102,"San Sebastián",29167,"No especificado",383,1.31
1103,"Santa Cruz Muluá",13545,"No especificado",113,0.83
1104,"San Martín Zapotitlán",12083,"No especificado",15,0.12
1105,"San Felipe",24446,"No especificado",86,0.35
1106,"San Andrés Villa Seca",47820,"No especificado",334,0.7
1107,"Champerico",32815,"No especificado",353,1.08
1108,"Nuevo San Carlos",39565,"No especificado",136,0.34
1109,"El Asintal",36882,"No especificado",258,0.7
1201,"San Marcos",47063,"No especificado",445,0.95
1202,"San Pedro Sacatepéquez",79158,"No especificado",521,0.66
1203,"San Antonio Sacatepéquez",19100,"No especificado",54,0.28
1204,"Comitancillo",59489,"No especificado",540,0.91
1205,"San Miguel Ixtahuacán",47301,"No especificado",180,0.38
1206,"Concepción Tutuapa",68148,"No especificado",767,1.13
1207,"Tacaná",75788,"No especificado",773,1.02
1208,"Sibinal",15733,"No especificado",52,0.33
1209,"Tajumulco",50907,"No especificado",866,1.7
1210,"Tejutla",38669,"No especificado",195,0.5
1211,"San Rafael Pie de la Cuesta",17139,"No especificado",62,0.36
1212,"Nuevo Progreso",30067,"No especificado",233,0.77
1213,"El Tumbador",44395,"No especificado",442,1
1214,"San José el Rodeo",17881,"No especificado",147,0.82
1215,"Malacatán",92816,"No especificado",1347,1.45
1216,"Catarina",30014,"No especificado",124,0.41
1217,"Ayutla",37049,"No especificado",312,0.84
1218,"Ocós",10841,"No especificado",26,0.24
1219,"San Pablo",48937,"No especificado",134,0.27
1220,"El Quetzal",23511,"No especificado",113,0.48
1221,"La Reforma",17918,"No especificado",28,0.16
1222,"Pajapita",21725,"No especificado",120,0.55
1223,"Ixchiguán",22375,"No especificado",406,1.81
1224,"San José Ojetenam",19009,"No especificado",259,1.36
1225,"San Cristóbal Cucho",16619,"No especificado",80,0.48
1226,"Sipacapa",20178,"No especificado",138,0.68
1227,"Esquipulas Palo Gordo",12892,"No especificado",18,0.14
1228,"Río Blanco",5318,"No especificado",17,0.32
1229,"San Lorenzo",13125,"No especificado",37,0.28
1230,"La Blanca",29112,"No especificado",176,0.6
1301,"Huehuetenango",117818,"No especificado",502,0.43
1302,"Chiantla",87447,"No especificado",347,0.4
1303,"Malacatancito",19155,"No especificado",55,0.29
1304,"Cuilco",60395,"No especificado",438,0.73
1305,"Nentón",45679,"No especificado",306,0.67
1306,"San Pedro Necta",38510,"No especificado",238,0.62
1307,"Jacaltenango",37171,"No especificado",113,0.3
1308,"San Pedro Soloma",49030,"No especificado",404,0.82
1309,"San Ildefonso Ixtahuacán",44424,"No especificado",105,0.24
1310,"Santa Bárbara",33608,"No especificado",428,1.27
1311,"La Libertad",38234,"No especificado",300,0.78
1312,"La Democracia",55434,"No especificado",695,1.25
1313,"San Miguel Acatán",27128,"No especificado",89,0.33
1314,"San Rafael La Independencia",14149,"No especificado",48,0.34
1315,"Todos Santos Cuchumatán",30186,"No especificado",106,0.35
1316,"San Juan Atitán",19418,"No especificado",33,0.17
1317,"Santa Eulalia",39025,"No especificado",1171,3
1318,"San Mateo Ixtatán",43810,"No especificado",293,0.67
1319,"Colotenango",34834,"No especificado",98,0.28
1320,"San Sebastián Huehuetenango",32608,"No especificado",133,0.41
1321,"Tectitán",10830,"No especificado",90,0.83
1322,"Concepción Huista",18915,"No especificado",36,0.19
1323,"San Juan Ixcoy",23204,"No especificado",167,0.72
1324,"San Antonio Huista",16697,"No especificado",47,0.28
1325,"San Sebastián Coatán",20905,"No especificado",111,0.53
1326,"Santa Cruz Barillas",100849,"No especificado",648,0.64
1327,"Aguacatán",49607,"No especificado",109,0.22
1328,"San Rafael Petzal",11271,"No especificado",34,0.3
1329,"San Gaspar Ixchil",8142,"No especificado",12,0.15
1330,"Santiago Chimaltenango",10507,"No especificado",32,0.3
1331,"Santa Ana Huista",9413,"No especificado",31,0.33
1332,"Unión Cantinil",15900,"No especificado",139,0.87
1333,"Petatán",6366,"No especificado",7,0.11
1401,"Santa Cruz del Quiché",78279,"No especificado",2144,2.74
1402,"Chiché",29646,"No especificado",79,0.27
1403,"Chinique",11382,"No especificado",73,0.64
1404,"Zacualpa",32750,"No especificado",179,0.55
1405,"Chajul",46658,"No especificado",168,0.36
1406,"Santo Tomás Chichicastenango",141567,"No especificado",1237,0.87
1407,"Patzité",6144,"No especificado",57,0.93
1408,"San Antonio Ilotenango",25590,"No especificado",145,0.57
1409,"San Pedro Jocopilas",31950,"No especificado",715,2.24
1410,"Cunén",41455,"No especificado",470,1.13
1411,"San Juan Cotzal",31532,"No especificado",102,0.32
1412,"Joyabaj",82369,"No especificado",988,1.2
1413,"Santa María Nebaj",72686,"No especificado",387,0.53
1414,"San Andrés Sajcabajá",24981,"No especificado",391,1.57
1415,"San Miguel Uspantán",65872,"No especificado",605,0.92
1416,"Sacapulas",52620,"No especificado",156,0.3
1417,"San Bartolomé Jocotenango",13568,"No especificado",25,0.18
1418,"Canillá",12172,"No especificado",193,1.59
1419,"Chicamán",39731,"No especificado",257,0.65
1420,"Playa Grande Ixcán",99470,"No especificado",379,0.38
1421,"Pachalum",8839,"No especificado",37,0.42
1501,"Salamá",65275,"No especificado",331,0.51
1502,"San Miguel Chicaj",33121,"No especificado",137,0.41
1503,"Rabinal",40797,"No especificado",45,0.11
1504,"Cubulco",54869,"No especificado",172,0.31
1505,"Granados",13595,"No especificado",22,0.16
1506,"Santa Cruz El Chol",9538,"No especificado",9,0.09
1507,"San Jerónimo",25459,"No especificado",159,0.62
1508,"Purulhá",56822,"No especificado",172,0.3
1601,"Cobán",212421,"No especificado",905,0.43
1602,"Santa Cruz Verapaz",32042,"No especificado",46,0.14
1603,"San Cristóbal Verapaz",68819,"No especificado",90,0.13
1604,"Tactic",38052,"No especificado",58,0.15
1605,"Tamahú",19984,"No especificado",38,0.19
1606,"San Miguel Tucurú",43473,"No especificado",487,1.12
1607,"Panzós",71846,"No especificado",173,0.24
1608,"Senahú",91974,"No especificado",224,0.24
1609,"San Pedro Carchá",235275,"No especificado",316,0.13
1610,"San Juan Chamelco",57456,"No especificado",123,0.21
1611,"San Agustín Lanquín",24099,"No especificado",101,0.42
1612,"Santa María Cahabón",64911,"No especificado",563,0.87
1613,"Chisec",84553,"No especificado",282,0.33
1614,"Chahal",26644,"No especificado",127,0.48
1615,"Fray Bartolomé de las Casas",66141,"No especificado",127,0.19
1616,"Santa Catalina La Tinta",40516,"No especificado",154,0.38
1617,"Raxruhá",36832,"No especificado",146,0.4
1701,"Flores",38186,"No especificado",212,0.56
1702,"San José",6989,"No especificado",103,1.47
1703,"San Benito",43841,"No especificado",695,1.59
1704,"San Andrés",32878,"No especificado",190,0.58
1705,"La Libertad",71939,"No especificado",1016,1.41
1706,"San Francisco",15371,"No especificado",66,0.43
1707,"Santa Ana",21970,"No especificado",632,2.88
1708,"Dolores",26920,"No especificado",787,2.92
1709,"San Luis",67038,"No especificado",393,0.59
1710,"Sayaxché",93414,"No especificado",628,0.67
1711,"Melchor de Mencos",28238,"No especificado",242,0.86
1712,"Poptún",52282,"No especificado",415,0.79
1713,"Las Cruces",32715,"No especificado",168,0.51
1714,"El Chal",13819,"No especificado",123,0.89
1801,"Puerto Barrios",100593,"No especificado",1739,1.73
1802,"Livingston",73492,"No especificado",599,0.82
1803,"El Estor",73328,"No especificado",395,0.54
1804,"Morales",100361,"No especificado",660,0.66
1805,"Los Amates",60914,"No especificado",578,0.95
1901,"Zacapa",60424,"No especificado",652,1.08
1902,"Estanzuela",9797,"No especificado",106,1.08
1903,"Río Hondo",21434,"No especificado",105,0.49
1904,"Gualán",45663,"No especificado",943,2.07
1905,"Teculután",17602,"No especificado",140,0.8
1906,"Usumatlán",12232,"No especificado",43,0.35
1907,"Cabañas",13641,"No especificado",80,0.59
1908,"San Diego",7235,"No especificado",47,0.65
1909,"La Unión",33572,"No especificado",239,0.71
1910,"Huité",11470,"No especificado",138,1.2
1911,"San Jorge",12304,"No especificado",69,0.56
2001,"Chiquimula",111505,"No especificado",753,0.68
2002,"San José la Arada",8756,"No especificado",34,0.39
2003,"San Juan Ermita",16418,"No especificado",44,0.27
2004,"Jocotán",66379,"No especificado",294,0.44
2005,"Camotán",56138,"No especificado",250,0.45
2006,"Olopa",27511,"No especificado",113,0.41
2007,"Esquipulas",53556,"No especificado",315,0.59
2008,"Concepción las Minas",11693,"No especificado",94,0.8
2009,"Quezaltepeque",28075,"No especificado",118,0.42
2010,"San Jacinto",12619,"No especificado",28,0.22
2011,"Ipala",22413,"No especificado",131,0.58
2101,"Jalapa",159840,"No especificado",375,0.23
2102,"San Pedro Pinula",61908,"No especificado",122,0.2
2103,"San Luis Jilotepeque",24679,"No especificado",34,0.14
2104,"San Manuel Chaparrón",8317,"No especificado",19,0.23
2105,"San Carlos Alzatate",18977,"No especificado",21,0.11
2106,"Monjas",27354,"No especificado",124,0.45
2107,"Mataquescuintla",41848,"No especificado",105,0.25
2201,"Jutiapa",145880,"No especificado",819,0.56
2202,"El Progreso",22114,"No especificado",179,0.81
2203,"Santa Catarina Mita",28983,"No especificado",123,0.42
2204,"Agua Blanca",16353,"No especificado",51,0.31
2205,"Asunción Mita",48297,"No especificado",131,0.27
2206,"Yupiltepeque",17389,"No especificado",40,0.23
2207,"Atescatempa",18402,"No especificado",84,0.46
2208,"Jerez",6309,"No especificado",12,0.19
2209,"El Adelanto",6500,"No especificado",9,0.14
2210,"Zapotitlán",9126,"No especificado",46,0.5
2211,"Comapa",32207,"No especificado",164,0.51
2212,"Jalpatagua",28832,"No especificado",168,0.58
2213,"Conguaco",23452,"No especificado",29,0.12
2214,"Moyuta",39781,"No especificado",176,0.44
2215,"Pasaco",8854,"No especificado",43,0.49
2216,"San José Acatempa",13206,"No especificado",30,0.23
2217,"Quesada",22710,"No especificado",46,0.2
