"Código","Municipio","Población de 10 años o más","Estado Civil","Cantidad","Porcentaje de Poblacion"
607,"San Juan Tecuaco",7815,"Casada(o)",2404,30.76
607,"San Juan Tecuaco",7815,"Separada(o)",156,2
607,"San Juan Tecuaco",7815,"Divorciada(o)",4,0.05
607,"San Juan Tecuaco",7815,"Viuda(o)",322,4.12
608,"Chiquimulilla",42739,"Soltera(o)",18066,42.27
608,"Chiquimulilla",42739,"Unida(o)",10230,23.94
608,"Chiquimulilla",42739,"Casada(o)",10918,25.55
608,"Chiquimulilla",42739,"Separada(o)",1477,3.46
608,"Chiquimulilla",42739,"Divorciada(o)",117,0.27
608,"Chiquimulilla",42739,"Viuda(o)",1931,4.52
609,"Taxisco",23611,"Soltera(o)",9564,40.51
609,"Taxisco",23611,"Unida(o)",5799,24.56
609,"Taxisco",23611,"Casada(o)",6221,26.35
609,"Taxisco",23611,"Separada(o)",1000,4.24
609,"Taxisco",23611,"Divorciada(o)",62,0.26
609,"Taxisco",23611,"Viuda(o)",965,4.09
610,"Santa María Ixhuatán",18669,"Soltera(o)",8027,43
610,"Santa María Ixhuatán",18669,"Unida(o)",4033,21.6
610,"Santa María Ixhuatán",18669,"Casada(o)",5297,28.37
610,"Santa María Ixhuatán",18669,"Separada(o)",408,2.19
610,"Santa María Ixhuatán",18669,"Divorciada(o)",21,0.11
610,"Santa María Ixhuatán",18669,"Viuda(o)",883,4.73
611,"Guazacapán",14839,"Soltera(o)",6390,43.06
611,"Guazacapán",14839,"Unida(o)",2609,17.58
611,"Guazacapán",14839,"Casada(o)",4700,31.67
611,"Guazacapán",14839,"Separada(o)",421,2.84
611,"Guazacapán",14839,"Divorciada(o)",40,0.27
611,"Guazacapán",14839,"Viuda(o)",679,4.58
612,"Santa Cruz Naranjo",12954,"Soltera(o)",5890,45.47
612,"Santa Cruz Naranjo",12954,"Unida(o)",2334,18.02
612,"Santa Cruz Naranjo",12954,"Casada(o)",4049,31.26
612,"Santa Cruz Naranjo",12954,"Separada(o)",234,1.81
612,"Santa Cruz Naranjo",12954,"Divorciada(o)",26,0.2
612,"Santa Cruz Naranjo",12954,"Viuda(o)",421,3.25
613,"Pueblo Nuevo Viñas",19771,"Soltera(o)",9040,45.72
613,"Pueblo Nuevo Viñas",19771,"Unida(o)",4162,21.05
613,"Pueblo Nuevo Viñas",19771,"Casada(o)",5337,26.99
613,"Pueblo Nuevo Viñas",19771,"Separada(o)",480,2.43
613,"Pueblo Nuevo Viñas",19771,"Divorciada(o)",28,0.14
613,"Pueblo Nuevo Viñas",19771,"Viuda(o)",724,3.66
614,"Nueva Santa Rosa",28828,"Soltera(o)",12557,43.56
614,"Nueva Santa Rosa",28828,"Unida(o)",5668,19.66
614,"Nueva Santa Rosa",28828,"Casada(o)",8726,30.27
614,"Nueva Santa Rosa",28828,"Separada(o)",663,2.3
614,"Nueva Santa Rosa",28828,"Divorciada(o)",46,0.16
614,"Nueva Santa Rosa",28828,"Viuda(o)",1168,4.05
701,"Sololá",69247,"Soltera(o)",33927,48.99
701,"Sololá",69247,"Unida(o)",9358,13.51
701,"Sololá",69247,"Casada(o)",22345,32.27
701,"Sololá",69247,"Separada(o)",838,1.21
701,"Sololá",69247,"Divorciada(o)",97,0.14
701,"Sololá",69247,"Viuda(o)",2682,3.87
702,"San José Chacayá",3095,"Soltera(o)",1441,46.56
702,"San José Chacayá",3095,"Unida(o)",283,9.14
702,"San José Chacayá",3095,"Casada(o)",1232,39.81
702,"San José Chacayá",3095,"Separada(o)",45,1.45
702,"San José Chacayá",3095,"Divorciada(o)",1,0.03
702,"San José Chacayá",3095,"Viuda(o)",93,3
703,"Santa María Visitación",1926,"Soltera(o)",884,45.9
703,"Santa María Visitación",1926,"Unida(o)",133,6.91
703,"Santa María Visitación",1926,"Casada(o)",790,41.02
703,"Santa María Visitación",1926,"Separada(o)",34,1.77
703,"Santa María Visitación",1926,"Divorciada(o)",1,0.05
703,"Santa María Visitación",1926,"Viuda(o)",84,4.36
704,"Santa Lucía Utatlán",17017,"Soltera(o)",7541,44.31
704,"Santa Lucía Utatlán",17017,"Unida(o)",1055,6.2
704,"Santa Lucía Utatlán",17017,"Casada(o)",7384,43.39
704,"Santa Lucía Utatlán",17017,"Separada(o)",316,1.86
704,"Santa Lucía Utatlán",17017,"Divorciada(o)",34,0.2
704,"Santa Lucía Utatlán",17017,"Viuda(o)",687,4.04
705,"Nahualá",58426,"Soltera(o)",24208,41.43
705,"Nahualá",58426,"Unida(o)",12299,21.05
705,"Nahualá",58426,"Casada(o)",18798,32.17
705,"Nahualá",58426,"Separada(o)",942,1.61
705,"Nahualá",58426,"Divorciada(o)",123,0.21
705,"Nahualá",58426,"Viuda(o)",2056,3.52
706,"Santa Catarina Ixtahuacán",43818,"Soltera(o)",18197,41.53
706,"Santa Catarina Ixtahuacán",43818,"Unida(o)",8542,19.49
706,"Santa Catarina Ixtahuacán",43818,"Casada(o)",14776,33.72
706,"Santa Catarina Ixtahuacán",43818,"Separada(o)",743,1.7
706,"Santa Catarina Ixtahuacán",43818,"Divorciada(o)",44,0.1
706,"Santa Catarina Ixtahuacán",43818,"Viuda(o)",1516,3.46
707,"Santa Clara la Laguna",7458,"Soltera(o)",3299,44.23
707,"Santa Clara la Laguna",7458,"Unida(o)",606,8.13
707,"Santa Clara la Laguna",7458,"Casada(o)",3202,42.93
707,"Santa Clara la Laguna",7458,"Separada(o)",105,1.41
707,"Santa Clara la Laguna",7458,"Divorciada(o)",1,0.01
707,"Santa Clara la Laguna",7458,"Viuda(o)",245,3.29
708,"Concepción",4877,"Soltera(o)",2369,48.57
708,"Concepción",4877,"Unida(o)",1075,22.04
708,"Concepción",4877,"Casada(o)",1279,26.23
708,"Concepción",4877,"Separada(o)",43,0.88
708,"Concepción",4877,"Divorciada(o)",10,0.21
708,"Concepción",4877,"Viuda(o)",101,2.07
709,"San Andrés Semetabaj",10209,"Soltera(o)",4797,46.99
709,"San Andrés Semetabaj",10209,"Unida(o)",1185,11.61
709,"San Andrés Semetabaj",10209,"Casada(o)",3703,36.27
709,"San Andrés Semetabaj",10209,"Separada(o)",117,1.15
709,"San Andrés Semetabaj",10209,"Divorciada(o)",15,0.15
709,"San Andrés Semetabaj",10209,"Viuda(o)",392,3.84
710,"Panajachel",12126,"Soltera(o)",5525,45.56
710,"Panajachel",12126,"Unida(o)",1580,13.03
710,"Panajachel",12126,"Casada(o)",4166,34.36
710,"Panajachel",12126,"Separada(o)",323,2.66
710,"Panajachel",12126,"Divorciada(o)",85,0.7
710,"Panajachel",12126,"Viuda(o)",447,3.69
711,"Santa Catarina Palopó",3056,"Soltera(o)",1560,51.05
711,"Santa Catarina Palopó",3056,"Unida(o)",646,21.14
711,"Santa Catarina Palopó",3056,"Casada(o)",698,22.84
711,"Santa Catarina Palopó",3056,"Separada(o)",54,1.77
711,"Santa Catarina Palopó",3056,"Divorciada(o)",0,0
711,"Santa Catarina Palopó",3056,"Viuda(o)",98,3.21
712,"San Antonio Palopó",11307,"Soltera(o)",5198,45.97
712,"San Antonio Palopó",11307,"Unida(o)",2206,19.51
712,"San Antonio Palopó",11307,"Casada(o)",3208,28.37
712,"San Antonio Palopó",11307,"Separada(o)",265,2.34
712,"San Antonio Palopó",11307,"Divorciada(o)",9,0.08
712,"San Antonio Palopó",11307,"Viuda(o)",421,3.72
713,"San Lucas Tolimán",23423,"Soltera(o)",10578,45.16
713,"San Lucas Tolimán",23423,"Unida(o)",4474,19.1
713,"San Lucas Tolimán",23423,"Casada(o)",7188,30.69
713,"San Lucas Tolimán",23423,"Separada(o)",399,1.7
713,"San Lucas Tolimán",23423,"Divorciada(o)",27,0.12
713,"San Lucas Tolimán",23423,"Viuda(o)",757,3.23
714,"Santa Cruz la Laguna",4364,"Soltera(o)",2052,47.02
714,"Santa Cruz la Laguna",4364,"Unida(o)",614,14.07
714,"Santa Cruz la Laguna",4364,"Casada(o)",1452,33.27
714,"Santa Cruz la Laguna",4364,"Separada(o)",44,1.01
714,"Santa Cruz la Laguna",4364,"Divorciada(o)",4,0.09
714,"Santa Cruz la Laguna",4364,"Viuda(o)",198,4.54
715,"San Pablo la Laguna",5927,"Soltera(o)",2384,40.22
715,"San Pablo la Laguna",5927,"Unida(o)",1584,26.73
715,"San Pablo la Laguna",5927,"Casada(o)",1633,27.55
715,"San Pablo la Laguna",5927,"Separada(o)",150,2.53
715,"San Pablo la Laguna",5927,"Divorciada(o)",5,0.08
715,"San Pablo la Laguna",5927,"Viuda(o)",171,2.89
716,"San Marcos la Laguna",2177,"Soltera(o)",1115,51.22
716,"San Marcos la Laguna",2177,"Unida(o)",331,15.2
716,"San Marcos la Laguna",2177,"Casada(o)",662,30.41
716,"San Marcos la Laguna",2177,"Separada(o)",9,0.41
716,"San Marcos la Laguna",2177,"Divorciada(o)",3,0.14
716,"San Marcos la Laguna",2177,"Viuda(o)",57,2.62
717,"San Juan la Laguna",9500,"Soltera(o)",3959,41.67
717,"San Juan la Laguna",9500,"Unida(o)",1413,14.87
717,"San Juan la Laguna",9500,"Casada(o)",3609,37.99
717,"San Juan la Laguna",9500,"Separada(o)",233,2.45
717,"San Juan la Laguna",9500,"Divorciada(o)",6,0.06
717,"San Juan la Laguna",9500,"Viuda(o)",280,2.95
718,"San Pedro la Laguna",8915,"Soltera(o)",3245,36.4
718,"San Pedro la Laguna",8915,"Unida(o)",1417,15.89
718,"San Pedro la Laguna",8915,"Casada(o)",3494,39.19
718,"San Pedro la Laguna",8915,"Separada(o)",343,3.85
718,"San Pedro la Laguna",8915,"Divorciada(o)",15,0.17
718,"San Pedro la Laguna",8915,"Viuda(o)",401,4.5
719,"Santiago Atitlán",34357,"Soltera(o)",14975,43.59
719,"Santiago Atitlán",34357,"Unida(o)",3663,10.66
719,"Santiago Atitlán",34357,"Casada(o)",13881,40.4
719,"Santiago Atitlán",34357,"Separada(o)",460,1.34
719,"Santiago Atitlán",34357,"Divorciada(o)",16,0.05
719,"Santiago Atitlán",34357,"Viuda(o)",1362,3.96
801,"Totonicapán",85230,"Soltera(o)",37441,43.93
801,"Totonicapán",85230,"Unida(o)",3349,3.93
801,"Totonicapán",85230,"Casada(o)",38820,45.55
801,"Totonicapán",85230,"Separada(o)",1364,1.6
801,"Totonicapán",85230,"Divorciada(o)",163,0.19
801,"Totonicapán",85230,"Viuda(o)",4093,4.8
802,"San Cristóbal Totonicapán",29248,"Soltera(o)",13201,45.13
802,"San Cristóbal Totonicapán",29248,"Unida(o)",2264,7.74
802,"San Cristóbal Totonicapán",29248,"Casada(o)",11626,39.75
802,"San Cristóbal Totonicapán",29248,"Separada(o)",591,2.02
802,"San Cristóbal Totonicapán",29248,"Divorciada(o)",75,0.26
802,"San Cristóbal Totonicapán",29248,"Viuda(o)",1491,5.1
803,"San Francisco el Alto",45578,"Soltera(o)",20602,45.2
803,"San Francisco el Alto",45578,"Unida(o)",6653,14.6
803,"San Francisco el Alto",45578,"Casada(o)",15920,34.93
803,"San Francisco el Alto",45578,"Separada(o)",590,1.29
803,"San Francisco el Alto",45578,"Divorciada(o)",42,0.09
803,"San Francisco el Alto",45578,"Viuda(o)",1771,3.89
804,"San Andrés Xecul",21112,"Soltera(o)",9684,45.87
804,"San Andrés Xecul",21112,"Unida(o)",2538,12.02
804,"San Andrés Xecul",21112,"Casada(o)",7629,36.14
804,"San Andrés Xecul",21112,"Separada(o)",408,1.93
804,"San Andrés Xecul",21112,"Divorciada(o)",31,0.15
804,"San Andrés Xecul",21112,"Viuda(o)",822,3.89
805,"Momostenango",78319,"Soltera(o)",36929,47.15
805,"Momostenango",78319,"Unida(o)",10010,12.78
805,"Momostenango",78319,"Casada(o)",27356,34.93
805,"Momostenango",78319,"Separada(o)",693,0.88
805,"Momostenango",78319,"Divorciada(o)",62,0.08
805,"Momostenango",78319,"Viuda(o)",3269,4.17
806,"Santa María Chiquimula",39961,"Soltera(o)",19012,47.58
806,"Santa María Chiquimula",39961,"Unida(o)",6433,16.1
806,"Santa María Chiquimula",39961,"Casada(o)",12627,31.6
806,"Santa María Chiquimula",39961,"Separada(o)",528,1.32
806,"Santa María Chiquimula",39961,"Divorciada(o)",24,0.06
806,"Santa María Chiquimula",39961,"Viuda(o)",1337,3.35
807,"Santa Lucía la Reforma",15771,"Soltera(o)",7214,45.74
807,"Santa Lucía la Reforma",15771,"Unida(o)",3095,19.62
807,"Santa Lucía la Reforma",15771,"Casada(o)",4649,29.48
807,"Santa Lucía la Reforma",15771,"Separada(o)",232,1.47
807,"Santa Lucía la Reforma",15771,"Divorciada(o)",30,0.19
807,"Santa Lucía la Reforma",15771,"Viuda(o)",551,3.49
808,"San Bartolo Aguas Calientes",7748,"Soltera(o)",3706,47.83
808,"San Bartolo Aguas Calientes",7748,"Unida(o)",967,12.48
808,"San Bartolo Aguas Calientes",7748,"Casada(o)",2602,33.58
808,"San Bartolo Aguas Calientes",7748,"Separada(o)",139,1.79
808,"San Bartolo Aguas Calientes",7748,"Divorciada(o)",8,0.1
808,"San Bartolo Aguas Calientes",7748,"Viuda(o)",326,4.21
901,"Quetzaltenango",149760,"Soltera(o)",68052,45.44
901,"Quetzaltenango",149760,"Unida(o)",13916,9.29
901,"Quetzaltenango",149760,"Casada(o)",56455,37.7
901,"Quetzaltenango",149760,"Separada(o)",4262,2.85
901,"Quetzaltenango",149760,"Divorciada(o)",1170,0.78
901,"Quetzaltenango",149760,"Viuda(o)",5905,3.94
902,"Salcajá",15899,"Soltera(o)",6845,43.05
902,"Salcajá",15899,"Unida(o)",1759,11.06
902,"Salcajá",15899,"Casada(o)",6010,37.8
