"Código","Municipio","Total de personas","Grupo de Edades 15 años","Cantidad","Porcentaje de Poblacion"
1228,"Río Blanco",5318,"30 - 64",1578,29.67
1228,"Río Blanco",5318,"65 - 84",372,7
1228,"Río Blanco",5318,"85 o más",67,1.26
1229,"San Lorenzo",13125,"0 - 14",4805,36.61
1229,"San Lorenzo",13125,"15 - 29",3729,28.41
1229,"San Lorenzo",13125,"30 - 64",3798,28.94
1229,"San Lorenzo",13125,"65 - 84",707,5.39
1229,"San Lorenzo",13125,"85 o más",86,0.66
1230,"La Blanca",29112,"0 - 14",10345,35.54
1230,"La Blanca",29112,"15 - 29",8971,30.82
1230,"La Blanca",29112,"30 - 64",8417,28.91
1230,"La Blanca",29112,"65 - 84",1250,4.29
1230,"La Blanca",29112,"85 o más",129,0.44
1301,"Huehuetenango",117818,"0 - 14",35945,30.51
1301,"Huehuetenango",117818,"15 - 29",34668,29.43
1301,"Huehuetenango",117818,"30 - 64",40158,34.08
1301,"Huehuetenango",117818,"65 - 84",6185,5.25
1301,"Huehuetenango",117818,"85 o más",862,0.73
1302,"Chiantla",87447,"0 - 14",32612,37.29
1302,"Chiantla",87447,"15 - 29",26664,30.49
1302,"Chiantla",87447,"30 - 64",24080,27.54
1302,"Chiantla",87447,"65 - 84",3646,4.17
1302,"Chiantla",87447,"85 o más",445,0.51
1303,"Malacatancito",19155,"0 - 14",6826,35.64
1303,"Malacatancito",19155,"15 - 29",5348,27.92
1303,"Malacatancito",19155,"30 - 64",5693,29.72
1303,"Malacatancito",19155,"65 - 84",1103,5.76
1303,"Malacatancito",19155,"85 o más",185,0.97
1304,"Cuilco",60395,"0 - 14",24422,40.44
1304,"Cuilco",60395,"15 - 29",16072,26.61
1304,"Cuilco",60395,"30 - 64",16420,27.19
1304,"Cuilco",60395,"65 - 84",3054,5.06
1304,"Cuilco",60395,"85 o más",427,0.71
1305,"Nentón",45679,"0 - 14",18732,41.01
1305,"Nentón",45679,"15 - 29",13006,28.47
1305,"Nentón",45679,"30 - 64",12165,26.63
1305,"Nentón",45679,"65 - 84",1617,3.54
1305,"Nentón",45679,"85 o más",159,0.35
1306,"San Pedro Necta",38510,"0 - 14",14620,37.96
1306,"San Pedro Necta",38510,"15 - 29",11408,29.62
1306,"San Pedro Necta",38510,"30 - 64",10836,28.14
1306,"San Pedro Necta",38510,"65 - 84",1502,3.9
1306,"San Pedro Necta",38510,"85 o más",144,0.37
1307,"Jacaltenango",37171,"0 - 14",11522,31
1307,"Jacaltenango",37171,"15 - 29",10837,29.15
1307,"Jacaltenango",37171,"30 - 64",12269,33.01
1307,"Jacaltenango",37171,"65 - 84",2258,6.07
1307,"Jacaltenango",37171,"85 o más",285,0.77
1308,"San Pedro Soloma",49030,"0 - 14",20760,42.34
1308,"San Pedro Soloma",49030,"15 - 29",13450,27.43
1308,"San Pedro Soloma",49030,"30 - 64",12310,25.11
1308,"San Pedro Soloma",49030,"65 - 84",2210,4.51
1308,"San Pedro Soloma",49030,"85 o más",300,0.61
1309,"San Ildefonso Ixtahuacán",44424,"0 - 14",18643,41.97
1309,"San Ildefonso Ixtahuacán",44424,"15 - 29",12519,28.18
1309,"San Ildefonso Ixtahuacán",44424,"30 - 64",11676,26.28
1309,"San Ildefonso Ixtahuacán",44424,"65 - 84",1466,3.3
1309,"San Ildefonso Ixtahuacán",44424,"85 o más",120,0.27
1310,"Santa Bárbara",33608,"0 - 14",14127,42.03
1310,"Santa Bárbara",33608,"15 - 29",9649,28.71
1310,"Santa Bárbara",33608,"30 - 64",8329,24.78
1310,"Santa Bárbara",33608,"65 - 84",1376,4.09
1310,"Santa Bárbara",33608,"85 o más",127,0.38
1311,"La Libertad",38234,"0 - 14",14726,38.52
1311,"La Libertad",38234,"15 - 29",11029,28.85
1311,"La Libertad",38234,"30 - 64",10604,27.73
1311,"La Libertad",38234,"65 - 84",1670,4.37
1311,"La Libertad",38234,"85 o más",205,0.54
1312,"La Democracia",55434,"0 - 14",20615,37.19
1312,"La Democracia",55434,"15 - 29",16505,29.77
1312,"La Democracia",55434,"30 - 64",15823,28.54
1312,"La Democracia",55434,"65 - 84",2254,4.07
1312,"La Democracia",55434,"85 o más",237,0.43
1313,"San Miguel Acatán",27128,"0 - 14",12111,44.64
1313,"San Miguel Acatán",27128,"15 - 29",7027,25.9
1313,"San Miguel Acatán",27128,"30 - 64",6313,23.27
1313,"San Miguel Acatán",27128,"65 - 84",1499,5.53
1313,"San Miguel Acatán",27128,"85 o más",178,0.66
1314,"San Rafael La Independencia",14149,"0 - 14",5984,42.29
1314,"San Rafael La Independencia",14149,"15 - 29",3888,27.48
1314,"San Rafael La Independencia",14149,"30 - 64",3294,23.28
1314,"San Rafael La Independencia",14149,"65 - 84",870,6.15
1314,"San Rafael La Independencia",14149,"85 o más",113,0.8
1315,"Todos Santos Cuchumatán",30186,"0 - 14",11563,38.31
1315,"Todos Santos Cuchumatán",30186,"15 - 29",8274,27.41
1315,"Todos Santos Cuchumatán",30186,"30 - 64",8458,28.02
1315,"Todos Santos Cuchumatán",30186,"65 - 84",1682,5.57
1315,"Todos Santos Cuchumatán",30186,"85 o más",209,0.69
1316,"San Juan Atitán",19418,"0 - 14",7260,37.39
1316,"San Juan Atitán",19418,"15 - 29",5772,29.72
1316,"San Juan Atitán",19418,"30 - 64",5423,27.93
1316,"San Juan Atitán",19418,"65 - 84",902,4.65
1316,"San Juan Atitán",19418,"85 o más",61,0.31
1317,"Santa Eulalia",39025,"0 - 14",16709,42.82
1317,"Santa Eulalia",39025,"15 - 29",11210,28.73
1317,"Santa Eulalia",39025,"30 - 64",9167,23.49
1317,"Santa Eulalia",39025,"65 - 84",1713,4.39
1317,"Santa Eulalia",39025,"85 o más",226,0.58
1318,"San Mateo Ixtatán",43810,"0 - 14",19259,43.96
1318,"San Mateo Ixtatán",43810,"15 - 29",12180,27.8
1318,"San Mateo Ixtatán",43810,"30 - 64",10919,24.92
1318,"San Mateo Ixtatán",43810,"65 - 84",1371,3.13
1318,"San Mateo Ixtatán",43810,"85 o más",81,0.18
1319,"Colotenango",34834,"0 - 14",14963,42.96
1319,"Colotenango",34834,"15 - 29",9496,27.26
1319,"Colotenango",34834,"30 - 64",8875,25.48
1319,"Colotenango",34834,"65 - 84",1354,3.89
1319,"Colotenango",34834,"85 o más",146,0.42
1320,"San Sebastián Huehuetenango",32608,"0 - 14",13226,40.56
1320,"San Sebastián Huehuetenango",32608,"15 - 29",9543,29.27
1320,"San Sebastián Huehuetenango",32608,"30 - 64",8521,26.13
1320,"San Sebastián Huehuetenango",32608,"65 - 84",1188,3.64
1320,"San Sebastián Huehuetenango",32608,"85 o más",130,0.4
1321,"Tectitán",10830,"0 - 14",4531,41.84
1321,"Tectitán",10830,"15 - 29",2832,26.15
1321,"Tectitán",10830,"30 - 64",2899,26.77
1321,"Tectitán",10830,"65 - 84",484,4.47
1321,"Tectitán",10830,"85 o más",84,0.78
1322,"Concepción Huista",18915,"0 - 14",7641,40.4
1322,"Concepción Huista",18915,"15 - 29",5433,28.72
1322,"Concepción Huista",18915,"30 - 64",4815,25.46
1322,"Concepción Huista",18915,"65 - 84",907,4.8
1322,"Concepción Huista",18915,"85 o más",119,0.63
1323,"San Juan Ixcoy",23204,"0 - 14",10018,43.17
1323,"San Juan Ixcoy",23204,"15 - 29",6415,27.65
1323,"San Juan Ixcoy",23204,"30 - 64",5420,23.36
1323,"San Juan Ixcoy",23204,"65 - 84",1206,5.2
1323,"San Juan Ixcoy",23204,"85 o más",145,0.62
1324,"San Antonio Huista",16697,"0 - 14",5701,34.14
1324,"San Antonio Huista",16697,"15 - 29",4749,28.44
1324,"San Antonio Huista",16697,"30 - 64",5180,31.02
1324,"San Antonio Huista",16697,"65 - 84",938,5.62
1324,"San Antonio Huista",16697,"85 o más",129,0.77
1325,"San Sebastián Coatán",20905,"0 - 14",8196,39.21
1325,"San Sebastián Coatán",20905,"15 - 29",6113,29.24
1325,"San Sebastián Coatán",20905,"30 - 64",5392,25.79
1325,"San Sebastián Coatán",20905,"65 - 84",1106,5.29
1325,"San Sebastián Coatán",20905,"85 o más",98,0.47
1326,"Santa Cruz Barillas",100849,"0 - 14",41947,41.59
1326,"Santa Cruz Barillas",100849,"15 - 29",29886,29.63
1326,"Santa Cruz Barillas",100849,"30 - 64",24788,24.58
1326,"Santa Cruz Barillas",100849,"65 - 84",3848,3.82
1326,"Santa Cruz Barillas",100849,"85 o más",380,0.38
1327,"Aguacatán",49607,"0 - 14",17503,35.28
1327,"Aguacatán",49607,"15 - 29",14568,29.37
1327,"Aguacatán",49607,"30 - 64",14272,28.77
1327,"Aguacatán",49607,"65 - 84",2903,5.85
1327,"Aguacatán",49607,"85 o más",361,0.73
1328,"San Rafael Petzal",11271,"0 - 14",4416,39.18
1328,"San Rafael Petzal",11271,"15 - 29",3247,28.81
1328,"San Rafael Petzal",11271,"30 - 64",3064,27.18
1328,"San Rafael Petzal",11271,"65 - 84",467,4.14
1328,"San Rafael Petzal",11271,"85 o más",77,0.68
1329,"San Gaspar Ixchil",8142,"0 - 14",3646,44.78
1329,"San Gaspar Ixchil",8142,"15 - 29",2196,26.97
1329,"San Gaspar Ixchil",8142,"30 - 64",1903,23.37
1329,"San Gaspar Ixchil",8142,"65 - 84",356,4.37
1329,"San Gaspar Ixchil",8142,"85 o más",41,0.5
1330,"Santiago Chimaltenango",10507,"0 - 14",3579,34.06
1330,"Santiago Chimaltenango",10507,"15 - 29",3152,30
1330,"Santiago Chimaltenango",10507,"30 - 64",3281,31.23
1330,"Santiago Chimaltenango",10507,"65 - 84",451,4.29
1330,"Santiago Chimaltenango",10507,"85 o más",44,0.42
1331,"Santa Ana Huista",9413,"0 - 14",3041,32.31
1331,"Santa Ana Huista",9413,"15 - 29",2879,30.59
1331,"Santa Ana Huista",9413,"30 - 64",2899,30.8
1331,"Santa Ana Huista",9413,"65 - 84",524,5.57
1331,"Santa Ana Huista",9413,"85 o más",70,0.74
1332,"Unión Cantinil",15900,"0 - 14",5770,36.29
1332,"Unión Cantinil",15900,"15 - 29",4474,28.14
1332,"Unión Cantinil",15900,"30 - 64",4767,29.98
1332,"Unión Cantinil",15900,"65 - 84",799,5.03
1332,"Unión Cantinil",15900,"85 o más",90,0.57
1333,"Petatán",6366,"0 - 14",2569,40.36
1333,"Petatán",6366,"15 - 29",1845,28.98
1333,"Petatán",6366,"30 - 64",1643,25.81
1333,"Petatán",6366,"65 - 84",285,4.48
1333,"Petatán",6366,"85 o más",24,0.38
1401,"Santa Cruz del Quiché",78279,"0 - 14",26590,33.97
1401,"Santa Cruz del Quiché",78279,"15 - 29",23618,30.17
1401,"Santa Cruz del Quiché",78279,"30 - 64",23673,30.24
1401,"Santa Cruz del Quiché",78279,"65 - 84",3930,5.02
1401,"Santa Cruz del Quiché",78279,"85 o más",468,0.6
1402,"Chiché",29646,"0 - 14",11476,38.71
1402,"Chiché",29646,"15 - 29",9097,30.69
1402,"Chiché",29646,"30 - 64",7657,25.83
1402,"Chiché",29646,"65 - 84",1275,4.3
1402,"Chiché",29646,"85 o más",141,0.48
1403,"Chinique",11382,"0 - 14",4073,35.78
1403,"Chinique",11382,"15 - 29",3455,30.35
1403,"Chinique",11382,"30 - 64",3231,28.39
1403,"Chinique",11382,"65 - 84",528,4.64
1403,"Chinique",11382,"85 o más",95,0.83
1404,"Zacualpa",32750,"0 - 14",12519,38.23
1404,"Zacualpa",32750,"15 - 29",10024,30.61
1404,"Zacualpa",32750,"30 - 64",8619,26.32
1404,"Zacualpa",32750,"65 - 84",1445,4.41
1404,"Zacualpa",32750,"85 o más",143,0.44
1405,"Chajul",46658,"0 - 14",18408,39.45
1405,"Chajul",46658,"15 - 29",14762,31.64
1405,"Chajul",46658,"30 - 64",11732,25.14
1405,"Chajul",46658,"65 - 84",1632,3.5
1405,"Chajul",46658,"85 o más",124,0.27
1406,"Santo Tomás Chichicastenango",141567,"0 - 14",51630,36.47
1406,"Santo Tomás Chichicastenango",141567,"15 - 29",43255,30.55
1406,"Santo Tomás Chichicastenango",141567,"30 - 64",40673,28.73
1406,"Santo Tomás Chichicastenango",141567,"65 - 84",5440,3.84
1406,"Santo Tomás Chichicastenango",141567,"85 o más",569,0.4
1407,"Patzité",6144,"0 - 14",2410,39.23
1407,"Patzité",6144,"15 - 29",1876,30.53
1407,"Patzité",6144,"30 - 64",1577,25.67
1407,"Patzité",6144,"65 - 84",254,4.13
1407,"Patzité",6144,"85 o más",27,0.44
1408,"San Antonio Ilotenango",25590,"0 - 14",10699,41.81
1408,"San Antonio Ilotenango",25590,"15 - 29",7387,28.87
1408,"San Antonio Ilotenango",25590,"30 - 64",6449,25.2
1408,"San Antonio Ilotenango",25590,"65 - 84",966,3.77
1408,"San Antonio Ilotenango",25590,"85 o más",89,0.35
1409,"San Pedro Jocopilas",31950,"0 - 14",12680,39.69
1409,"San Pedro Jocopilas",31950,"15 - 29",9826,30.75
1409,"San Pedro Jocopilas",31950,"30 - 64",8070,25.26
1409,"San Pedro Jocopilas",31950,"65 - 84",1233,3.86
1409,"San Pedro Jocopilas",31950,"85 o más",141,0.44
1410,"Cunén",41455,"0 - 14",17750,42.82
1410,"Cunén",41455,"15 - 29",12340,29.77
1410,"Cunén",41455,"30 - 64",9710,23.42
1410,"Cunén",41455,"65 - 84",1484,3.58
1410,"Cunén",41455,"85 o más",171,0.41
1411,"San Juan Cotzal",31532,"0 - 14",12987,41.19
1411,"San Juan Cotzal",31532,"15 - 29",8920,28.29
1411,"San Juan Cotzal",31532,"30 - 64",8084,25.64
1411,"San Juan Cotzal",31532,"65 - 84",1408,4.47
1411,"San Juan Cotzal",31532,"85 o más",133,0.42
1412,"Joyabaj",82369,"0 - 14",33528,40.7
1412,"Joyabaj",82369,"15 - 29",23397,28.41
1412,"Joyabaj",82369,"30 - 64",21457,26.05
1412,"Joyabaj",82369,"65 - 84",3689,4.48
1412,"Joyabaj",82369,"85 o más",298,0.36
1413,"Santa María Nebaj",72686,"0 - 14",25594,35.21
1413,"Santa María Nebaj",72686,"15 - 29",23331,32.1
1413,"Santa María Nebaj",72686,"30 - 64",20267,27.88
1413,"Santa María Nebaj",72686,"65 - 84",3201,4.4
1413,"Santa María Nebaj",72686,"85 o más",293,0.4
1414,"San Andrés Sajcabajá",24981,"0 - 14",8741,34.99
1414,"San Andrés Sajcabajá",24981,"15 - 29",7424,29.72
1414,"San Andrés Sajcabajá",24981,"30 - 64",7433,29.75
1414,"San Andrés Sajcabajá",24981,"65 - 84",1244,4.98
1414,"San Andrés Sajcabajá",24981,"85 o más",139,0.56
1415,"San Miguel Uspantán",65872,"0 - 14",27528,41.79
1415,"San Miguel Uspantán",65872,"15 - 29",19255,29.23
1415,"San Miguel Uspantán",65872,"30 - 64",16508,25.06
1415,"San Miguel Uspantán",65872,"65 - 84",2354,3.57
1415,"San Miguel Uspantán",65872,"85 o más",227,0.34
1416,"Sacapulas",52620,"0 - 14",20867,39.66
1416,"Sacapulas",52620,"15 - 29",15833,30.09
1416,"Sacapulas",52620,"30 - 64",13565,25.78
1416,"Sacapulas",52620,"65 - 84",2085,3.96
1416,"Sacapulas",52620,"85 o más",270,0.51
1417,"San Bartolomé Jocotenango",13568,"0 - 14",5698,42
1417,"San Bartolomé Jocotenango",13568,"15 - 29",4029,29.69
1417,"San Bartolomé Jocotenango",13568,"30 - 64",3289,24.24
1417,"San Bartolomé Jocotenango",13568,"65 - 84",508,3.74
1417,"San Bartolomé Jocotenango",13568,"85 o más",44,0.32
1418,"Canillá",12172,"0 - 14",4347,35.71
1418,"Canillá",12172,"15 - 29",3395,27.89
1418,"Canillá",12172,"30 - 64",3579,29.4
1418,"Canillá",12172,"65 - 84",752,6.18
1418,"Canillá",12172,"85 o más",99,0.81
1419,"Chicamán",39731,"0 - 14",16876,42.48
1419,"Chicamán",39731,"15 - 29",11135,28.03
1419,"Chicamán",39731,"30 - 64",10022,25.22
1419,"Chicamán",39731,"65 - 84",1537,3.87
1419,"Chicamán",39731,"85 o más",161,0.41
1420,"Playa Grande Ixcán",99470,"0 - 14",41708,41.93
1420,"Playa Grande Ixcán",99470,"15 - 29",29826,29.98
1420,"Playa Grande Ixcán",99470,"30 - 64",24597,24.73
1420,"Playa Grande Ixcán",99470,"65 - 84",3098,3.11
1420,"Playa Grande Ixcán",99470,"85 o más",241,0.24
1421,"Pachalum",8839,"0 - 14",2781,31.46
1421,"Pachalum",8839,"15 - 29",2476,28.01
1421,"Pachalum",8839,"30 - 64",2923,33.07
1421,"Pachalum",8839,"65 - 84",588,6.65
1421,"Pachalum",8839,"85 o más",71,0.8
1501,"Salamá",65275,"0 - 14",21374,32.74
1501,"Salamá",65275,"15 - 29",19364,29.67
1501,"Salamá",65275,"30 - 64",20679,31.68
1501,"Salamá",65275,"65 - 84",3433,5.26
1501,"Salamá",65275,"85 o más",425,0.65
1502,"San Miguel Chicaj",33121,"0 - 14",11798,35.62
1502,"San Miguel Chicaj",33121,"15 - 29",10047,30.33
1502,"San Miguel Chicaj",33121,"30 - 64",9690,29.26
1502,"San Miguel Chicaj",33121,"65 - 84",1425,4.3
1502,"San Miguel Chicaj",33121,"85 o más",161,0.49
1503,"Rabinal",40797,"0 - 14",13073,32.04
1503,"Rabinal",40797,"15 - 29",12142,29.76
1503,"Rabinal",40797,"30 - 64",12714,31.16
1503,"Rabinal",40797,"65 - 84",2584,6.33
1503,"Rabinal",40797,"85 o más",284,0.7
1504,"Cubulco",54869,"0 - 14",19277,35.13
1504,"Cubulco",54869,"15 - 29",16470,30.02
1504,"Cubulco",54869,"30 - 64",15899,28.98
1504,"Cubulco",54869,"65 - 84",2966,5.41
1504,"Cubulco",54869,"85 o más",257,0.47
1505,"Granados",13595,"0 - 14",4115,30.27
1505,"Granados",13595,"15 - 29",3872,28.48
1505,"Granados",13595,"30 - 64",4470,32.88
1505,"Granados",13595,"65 - 84",1026,7.55
1505,"Granados",13595,"85 o más",112,0.82
1506,"Santa Cruz El Chol",9538,"0 - 14",2856,29.94
1506,"Santa Cruz El Chol",9538,"15 - 29",2780,29.15
1506,"Santa Cruz El Chol",9538,"30 - 64",3141,32.93
1506,"Santa Cruz El Chol",9538,"65 - 84",678,7.11
1506,"Santa Cruz El Chol",9538,"85 o más",83,0.87
1507,"San Jerónimo",25459,"0 - 14",8509,33.42
1507,"San Jerónimo",25459,"15 - 29",7386,29.01
1507,"San Jerónimo",25459,"30 - 64",8144,31.99
1507,"San Jerónimo",25459,"65 - 84",1248,4.9
1507,"San Jerónimo",25459,"85 o más",172,0.68
1508,"Purulhá",56822,"0 - 14",24387,42.92
1508,"Purulhá",56822,"15 - 29",16820,29.6
1508,"Purulhá",56822,"30 - 64",13762,24.22
1508,"Purulhá",56822,"65 - 84",1715,3.02
1508,"Purulhá",56822,"85 o más",138,0.24
1601,"Cobán",212421,"0 - 14",75931,35.75
1601,"Cobán",212421,"15 - 29",64083,30.17
1601,"Cobán",212421,"30 - 64",63224,29.76
1601,"Cobán",212421,"65 - 84",8477,3.99
1601,"Cobán",212421,"85 o más",706,0.33
1602,"Santa Cruz Verapaz",32042,"0 - 14",12126,37.84
1602,"Santa Cruz Verapaz",32042,"15 - 29",9839,30.71
1602,"Santa Cruz Verapaz",32042,"30 - 64",8800,27.46
1602,"Santa Cruz Verapaz",32042,"65 - 84",1170,3.65
1602,"Santa Cruz Verapaz",32042,"85 o más",107,0.33
1603,"San Cristóbal Verapaz",68819,"0 - 14",27535,40.01
1603,"San Cristóbal Verapaz",68819,"15 - 29",20144,29.27
1603,"San Cristóbal Verapaz",68819,"30 - 64",18296,26.59
1603,"San Cristóbal Verapaz",68819,"65 - 84",2610,3.79
1603,"San Cristóbal Verapaz",68819,"85 o más",234,0.34
1604,"Tactic",38052,"0 - 14",14067,36.97
1604,"Tactic",38052,"15 - 29",11402,29.96
1604,"Tactic",38052,"30 - 64",10987,28.87
1604,"Tactic",38052,"65 - 84",1444,3.79
1604,"Tactic",38052,"85 o más",152,0.4
1605,"Tamahú",19984,"0 - 14",8046,40.26
1605,"Tamahú",19984,"15 - 29",6061,30.33
1605,"Tamahú",19984,"30 - 64",5151,25.78
1605,"Tamahú",19984,"65 - 84",661,3.31
1605,"Tamahú",19984,"85 o más",65,0.33
1606,"San Miguel Tucurú",43473,"0 - 14",18097,41.63
1606,"San Miguel Tucurú",43473,"15 - 29",12794,29.43
1606,"San Miguel Tucurú",43473,"30 - 64",11009,25.32
1606,"San Miguel Tucurú",43473,"65 - 84",1453,3.34
1606,"San Miguel Tucurú",43473,"85 o más",120,0.28
1607,"Panzós",71846,"0 - 14",30676,42.7
1607,"Panzós",71846,"15 - 29",20860,29.03
1607,"Panzós",71846,"30 - 64",17825,24.81
1607,"Panzós",71846,"65 - 84",2300,3.2
1607,"Panzós",71846,"85 o más",185,0.26
1608,"Senahú",91974,"0 - 14",37161,40.4
1608,"Senahú",91974,"15 - 29",27159,29.53
1608,"Senahú",91974,"30 - 64",24206,26.32
1608,"Senahú",91974,"65 - 84",3175,3.45
1608,"Senahú",91974,"85 o más",273,0.3
1609,"San Pedro Carchá",235275,"0 - 14",89701,38.13
1609,"San Pedro Carchá",235275,"15 - 29",68434,29.09
1609,"San Pedro Carchá",235275,"30 - 64",66910,28.44
1609,"San Pedro Carchá",235275,"65 - 84",9378,3.99
1609,"San Pedro Carchá",235275,"85 o más",852,0.36
1610,"San Juan Chamelco",57456,"0 - 14",21450,37.33
1610,"San Juan Chamelco",57456,"15 - 29",16597,28.89
1610,"San Juan Chamelco",57456,"30 - 64",16656,28.99
1610,"San Juan Chamelco",57456,"65 - 84",2527,4.4
1610,"San Juan Chamelco",57456,"85 o más",226,0.39
1611,"San Agustín Lanquín",24099,"0 - 14",9178,38.08
1611,"San Agustín Lanquín",24099,"15 - 29",7359,30.54
1611,"San Agustín Lanquín",24099,"30 - 64",6647,27.58
1611,"San Agustín Lanquín",24099,"65 - 84",838,3.48
1611,"San Agustín Lanquín",24099,"85 o más",77,0.32
1612,"Santa María Cahabón",64911,"0 - 14",24598,37.89
1612,"Santa María Cahabón",64911,"15 - 29",20318,31.3
1612,"Santa María Cahabón",64911,"30 - 64",17729,27.31
1612,"Santa María Cahabón",64911,"65 - 84",2112,3.25
1612,"Santa María Cahabón",64911,"85 o más",154,0.24
1613,"Chisec",84553,"0 - 14",35722,42.25
1613,"Chisec",84553,"15 - 29",25778,30.49
1613,"Chisec",84553,"30 - 64",20497,24.24
1613,"Chisec",84553,"65 - 84",2378,2.81
1613,"Chisec",84553,"85 o más",178,0.21
1614,"Chahal",26644,"0 - 14",10300,38.66
1614,"Chahal",26644,"15 - 29",8175,30.68
1614,"Chahal",26644,"30 - 64",7223,27.11
1614,"Chahal",26644,"65 - 84",872,3.27
1614,"Chahal",26644,"85 o más",74,0.28
1615,"Fray Bartolomé de las Casas",66141,"0 - 14",26551,40.14
1615,"Fray Bartolomé de las Casas",66141,"15 - 29",19146,28.95
1615,"Fray Bartolomé de las Casas",66141,"30 - 64",17769,26.87
1615,"Fray Bartolomé de las Casas",66141,"65 - 84",2479,3.75
1615,"Fray Bartolomé de las Casas",66141,"85 o más",196,0.3
1616,"Santa Catalina La Tinta",40516,"0 - 14",16179,39.93
1616,"Santa Catalina La Tinta",40516,"15 - 29",11907,29.39
1616,"Santa Catalina La Tinta",40516,"30 - 64",10876,26.84
1616,"Santa Catalina La Tinta",40516,"65 - 84",1440,3.55
1616,"Santa Catalina La Tinta",40516,"85 o más",114,0.28
1617,"Raxruhá",36832,"0 - 14",14831,40.27
1617,"Raxruhá",36832,"15 - 29",11138,30.24
1617,"Raxruhá",36832,"30 - 64",9471,25.71
1617,"Raxruhá",36832,"65 - 84",1287,3.49
1617,"Raxruhá",36832,"85 o más",105,0.29
1701,"Flores",38186,"0 - 14",11381,29.8
1701,"Flores",38186,"15 - 29",12264,32.12
1701,"Flores",38186,"30 - 64",12552,32.87
1701,"Flores",38186,"65 - 84",1763,4.62
1701,"Flores",38186,"85 o más",226,0.59
1702,"San José",6989,"0 - 14",2487,35.58
1702,"San José",6989,"15 - 29",2148,30.73
1702,"San José",6989,"30 - 64",2038,29.16
1702,"San José",6989,"65 - 84",284,4.06
1702,"San José",6989,"85 o más",32,0.46
1703,"San Benito",43841,"0 - 14",13475,30.74
1703,"San Benito",43841,"15 - 29",14013,31.96
1703,"San Benito",43841,"30 - 64",14247,32.5
1703,"San Benito",43841,"65 - 84",1889,4.31
1703,"San Benito",43841,"85 o más",217,0.49
1704,"San Andrés",32878,"0 - 14",12531,38.11
1704,"San Andrés",32878,"15 - 29",10235,31.13
1704,"San Andrés",32878,"30 - 64",8822,26.83
1704,"San Andrés",32878,"65 - 84",1186,3.61
1704,"San Andrés",32878,"85 o más",104,0.32
1705,"La Libertad",71939,"0 - 14",27272,37.91
1705,"La Libertad",71939,"15 - 29",22601,31.42
1705,"La Libertad",71939,"30 - 64",19244,26.75
1705,"La Libertad",71939,"65 - 84",2607,3.62
1705,"La Libertad",71939,"85 o más",215,0.3
1706,"San Francisco",15371,"0 - 14",5412,35.21
1706,"San Francisco",15371,"15 - 29",4772,31.05
1706,"San Francisco",15371,"30 - 64",4456,28.99
1706,"San Francisco",15371,"65 - 84",661,4.3
1706,"San Francisco",15371,"85 o más",70,0.46
1707,"Santa Ana",21970,"0 - 14",7693,35.02
1707,"Santa Ana",21970,"15 - 29",7159,32.59
1707,"Santa Ana",21970,"30 - 64",6053,27.55
1707,"Santa Ana",21970,"65 - 84",964,4.39
1707,"Santa Ana",21970,"85 o más",101,0.46
1708,"Dolores",26920,"0 - 14",9990,37.11
1708,"Dolores",26920,"15 - 29",8185,30.4
1708,"Dolores",26920,"30 - 64",7470,27.75
1708,"Dolores",26920,"65 - 84",1166,4.33
1708,"Dolores",26920,"85 o más",109,0.4
1709,"San Luis",67038,"0 - 14",24601,36.7
1709,"San Luis",67038,"15 - 29",21123,31.51
1709,"San Luis",67038,"30 - 64",18545,27.66
1709,"San Luis",67038,"65 - 84",2525,3.77
1709,"San Luis",67038,"85 o más",244,0.36
1710,"Sayaxché",93414,"0 - 14",37950,40.63
1710,"Sayaxché",93414,"15 - 29",28956,31
1710,"Sayaxché",93414,"30 - 64",23570,25.23
1710,"Sayaxché",93414,"65 - 84",2694,2.88
1710,"Sayaxché",93414,"85 o más",244,0.26
1711,"Melchor de Mencos",28238,"0 - 14",9601,34
1711,"Melchor de Mencos",28238,"15 - 29",8541,30.25
1711,"Melchor de Mencos",28238,"30 - 64",8603,30.47
1711,"Melchor de Mencos",28238,"65 - 84",1336,4.73
1711,"Melchor de Mencos",28238,"85 o más",157,0.56
1712,"Poptún",52282,"0 - 14",18343,35.08
1712,"Poptún",52282,"15 - 29",16231,31.05
1712,"Poptún",52282,"30 - 64",15437,29.53
1712,"Poptún",52282,"65 - 84",2038,3.9
1712,"Poptún",52282,"85 o más",233,0.45
1713,"Las Cruces",32715,"0 - 14",12544,38.34
1713,"Las Cruces",32715,"15 - 29",10179,31.11
1713,"Las Cruces",32715,"30 - 64",8697,26.58
1713,"Las Cruces",32715,"65 - 84",1186,3.63
1713,"Las Cruces",32715,"85 o más",109,0.33
1714,"El Chal",13819,"0 - 14",4904,35.49
1714,"El Chal",13819,"15 - 29",4431,32.06
1714,"El Chal",13819,"30 - 64",3859,27.93
1714,"El Chal",13819,"65 - 84",561,4.06
1714,"El Chal",13819,"85 o más",64,0.46
1801,"Puerto Barrios",100593,"0 - 14",27622,27.46
1801,"Puerto Barrios",100593,"15 - 29",30093,29.92
1801,"Puerto Barrios",100593,"30 - 64",36406,36.19
1801,"Puerto Barrios",100593,"65 - 84",5925,5.89
1801,"Puerto Barrios",100593,"85 o más",547,0.54
1802,"Livingston",73492,"0 - 14",27419,37.31
