"Código","Municipio","Población de 7 años o más","Uso de Tecnologias","Cantidad de Personas","Porcentaje de Poblacion"
1320,"San Sebastián Huehuetenango",26261,"Usa Celular",13190,50.23
1320,"San Sebastián Huehuetenango",26261,"No Usa Celular",12774,48.64
1320,"San Sebastián Huehuetenango",26261,"NA_Celular",297,1.13
1320,"San Sebastián Huehuetenango",26261,"Usa Computadora",1445,5.5
1320,"San Sebastián Huehuetenango",26261,"No usa Computadora",24622,93.76
1320,"San Sebastián Huehuetenango",26261,"NA_Computadora",194,0.74
1320,"San Sebastián Huehuetenango",26261,"Usa Internet",2088,7.95
1320,"San Sebastián Huehuetenango",26261,"No usa Internet",23770,90.51
1320,"San Sebastián Huehuetenango",26261,"NA_Internet",403,1.53
1321,"Tectitán",8708,"Usa Celular",4023,46.2
1321,"Tectitán",8708,"No Usa Celular",4569,52.47
1321,"Tectitán",8708,"NA_Celular",116,1.33
1321,"Tectitán",8708,"Usa Computadora",394,4.52
1321,"Tectitán",8708,"No usa Computadora",8255,94.8
1321,"Tectitán",8708,"NA_Computadora",59,0.68
1321,"Tectitán",8708,"Usa Internet",1346,15.46
1321,"Tectitán",8708,"No usa Internet",7232,83.05
1321,"Tectitán",8708,"NA_Internet",130,1.49
1322,"Concepción Huista",15045,"Usa Celular",7525,50.02
1322,"Concepción Huista",15045,"No Usa Celular",7387,49.1
1322,"Concepción Huista",15045,"NA_Celular",133,0.88
1322,"Concepción Huista",15045,"Usa Computadora",404,2.69
1322,"Concepción Huista",15045,"No usa Computadora",14564,96.8
1322,"Concepción Huista",15045,"NA_Computadora",77,0.51
1322,"Concepción Huista",15045,"Usa Internet",2001,13.3
1322,"Concepción Huista",15045,"No usa Internet",12840,85.34
1322,"Concepción Huista",15045,"NA_Internet",204,1.36
1323,"San Juan Ixcoy",18192,"Usa Celular",9915,54.5
1323,"San Juan Ixcoy",18192,"No Usa Celular",7967,43.79
1323,"San Juan Ixcoy",18192,"NA_Celular",310,1.7
1323,"San Juan Ixcoy",18192,"Usa Computadora",1203,6.61
1323,"San Juan Ixcoy",18192,"No usa Computadora",16829,92.51
1323,"San Juan Ixcoy",18192,"NA_Computadora",160,0.88
1323,"San Juan Ixcoy",18192,"Usa Internet",1985,10.91
1323,"San Juan Ixcoy",18192,"No usa Internet",15877,87.27
1323,"San Juan Ixcoy",18192,"NA_Internet",330,1.81
1324,"San Antonio Huista",13969,"Usa Celular",8465,60.6
1324,"San Antonio Huista",13969,"No Usa Celular",5409,38.72
1324,"San Antonio Huista",13969,"NA_Celular",95,0.68
1324,"San Antonio Huista",13969,"Usa Computadora",1851,13.25
1324,"San Antonio Huista",13969,"No usa Computadora",12058,86.32
1324,"San Antonio Huista",13969,"NA_Computadora",60,0.43
1324,"San Antonio Huista",13969,"Usa Internet",4008,28.69
1324,"San Antonio Huista",13969,"No usa Internet",9842,70.46
1324,"San Antonio Huista",13969,"NA_Internet",119,0.85
1325,"San Sebastián Coatán",16769,"Usa Celular",11179,66.66
1325,"San Sebastián Coatán",16769,"No Usa Celular",5402,32.21
1325,"San Sebastián Coatán",16769,"NA_Celular",188,1.12
1325,"San Sebastián Coatán",16769,"Usa Computadora",1339,7.98
1325,"San Sebastián Coatán",16769,"No usa Computadora",15335,91.45
1325,"San Sebastián Coatán",16769,"NA_Computadora",95,0.57
1325,"San Sebastián Coatán",16769,"Usa Internet",3501,20.88
1325,"San Sebastián Coatán",16769,"No usa Internet",13022,77.66
1325,"San Sebastián Coatán",16769,"NA_Internet",246,1.47
1326,"Santa Cruz Barillas",79492,"Usa Celular",40883,51.43
1326,"Santa Cruz Barillas",79492,"No Usa Celular",37460,47.12
1326,"Santa Cruz Barillas",79492,"NA_Celular",1149,1.45
1326,"Santa Cruz Barillas",79492,"Usa Computadora",6360,8
1326,"Santa Cruz Barillas",79492,"No usa Computadora",72414,91.1
1326,"Santa Cruz Barillas",79492,"NA_Computadora",718,0.9
1326,"Santa Cruz Barillas",79492,"Usa Internet",9308,11.71
1326,"Santa Cruz Barillas",79492,"No usa Internet",68861,86.63
1326,"Santa Cruz Barillas",79492,"NA_Internet",1323,1.66
1327,"Aguacatán",41339,"Usa Celular",24359,58.92
1327,"Aguacatán",41339,"No Usa Celular",16659,40.3
1327,"Aguacatán",41339,"NA_Celular",321,0.78
1327,"Aguacatán",41339,"Usa Computadora",3901,9.44
1327,"Aguacatán",41339,"No usa Computadora",37239,90.08
1327,"Aguacatán",41339,"NA_Computadora",199,0.48
1327,"Aguacatán",41339,"Usa Internet",6547,15.84
1327,"Aguacatán",41339,"No usa Internet",34420,83.26
1327,"Aguacatán",41339,"NA_Internet",372,0.9
1328,"San Rafael Petzal",9198,"Usa Celular",5099,55.44
1328,"San Rafael Petzal",9198,"No Usa Celular",4037,43.89
1328,"San Rafael Petzal",9198,"NA_Celular",62,0.67
1328,"San Rafael Petzal",9198,"Usa Computadora",764,8.31
1328,"San Rafael Petzal",9198,"No usa Computadora",8382,91.13
1328,"San Rafael Petzal",9198,"NA_Computadora",52,0.57
1328,"San Rafael Petzal",9198,"Usa Internet",1416,15.39
1328,"San Rafael Petzal",9198,"No usa Internet",7708,83.8
1328,"San Rafael Petzal",9198,"NA_Internet",74,0.8
1329,"San Gaspar Ixchil",6270,"Usa Celular",3029,48.31
1329,"San Gaspar Ixchil",6270,"No Usa Celular",3203,51.08
1329,"San Gaspar Ixchil",6270,"NA_Celular",38,0.61
1329,"San Gaspar Ixchil",6270,"Usa Computadora",84,1.34
1329,"San Gaspar Ixchil",6270,"No usa Computadora",6165,98.33
1329,"San Gaspar Ixchil",6270,"NA_Computadora",21,0.33
1329,"San Gaspar Ixchil",6270,"Usa Internet",237,3.78
1329,"San Gaspar Ixchil",6270,"No usa Internet",5968,95.18
1329,"San Gaspar Ixchil",6270,"NA_Internet",65,1.04
1330,"Santiago Chimaltenango",8813,"Usa Celular",5468,62.04
1330,"Santiago Chimaltenango",8813,"No Usa Celular",3283,37.25
1330,"Santiago Chimaltenango",8813,"NA_Celular",62,0.7
1330,"Santiago Chimaltenango",8813,"Usa Computadora",234,2.66
1330,"Santiago Chimaltenango",8813,"No usa Computadora",8532,96.81
1330,"Santiago Chimaltenango",8813,"NA_Computadora",47,0.53
1330,"Santiago Chimaltenango",8813,"Usa Internet",450,5.11
1330,"Santiago Chimaltenango",8813,"No usa Internet",8232,93.41
1330,"Santiago Chimaltenango",8813,"NA_Internet",131,1.49
1331,"Santa Ana Huista",7886,"Usa Celular",5399,68.46
1331,"Santa Ana Huista",7886,"No Usa Celular",2401,30.45
1331,"Santa Ana Huista",7886,"NA_Celular",86,1.09
1331,"Santa Ana Huista",7886,"Usa Computadora",1102,13.97
1331,"Santa Ana Huista",7886,"No usa Computadora",6722,85.24
1331,"Santa Ana Huista",7886,"NA_Computadora",62,0.79
1331,"Santa Ana Huista",7886,"Usa Internet",2674,33.91
1331,"Santa Ana Huista",7886,"No usa Internet",5104,64.72
1331,"Santa Ana Huista",7886,"NA_Internet",108,1.37
1332,"Unión Cantinil",12954,"Usa Celular",8381,64.7
1332,"Unión Cantinil",12954,"No Usa Celular",4399,33.96
1332,"Unión Cantinil",12954,"NA_Celular",174,1.34
1332,"Unión Cantinil",12954,"Usa Computadora",845,6.52
1332,"Unión Cantinil",12954,"No usa Computadora",11985,92.52
1332,"Unión Cantinil",12954,"NA_Computadora",124,0.96
1332,"Unión Cantinil",12954,"Usa Internet",4106,31.7
1332,"Unión Cantinil",12954,"No usa Internet",8613,66.49
1332,"Unión Cantinil",12954,"NA_Internet",235,1.81
1333,"Petatán",5027,"Usa Celular",3133,62.32
1333,"Petatán",5027,"No Usa Celular",1860,37
1333,"Petatán",5027,"NA_Celular",34,0.68
1333,"Petatán",5027,"Usa Computadora",548,10.9
1333,"Petatán",5027,"No usa Computadora",4468,88.88
1333,"Petatán",5027,"NA_Computadora",11,0.22
1333,"Petatán",5027,"Usa Internet",1674,33.3
1333,"Petatán",5027,"No usa Internet",3342,66.48
1333,"Petatán",5027,"NA_Internet",11,0.22
1401,"Santa Cruz del Quiché",66028,"Usa Celular",40240,60.94
1401,"Santa Cruz del Quiché",66028,"No Usa Celular",22978,34.8
1401,"Santa Cruz del Quiché",66028,"NA_Celular",2810,4.26
1401,"Santa Cruz del Quiché",66028,"Usa Computadora",14215,21.53
1401,"Santa Cruz del Quiché",66028,"No usa Computadora",50029,75.77
1401,"Santa Cruz del Quiché",66028,"NA_Computadora",1784,2.7
1401,"Santa Cruz del Quiché",66028,"Usa Internet",18500,28.02
1401,"Santa Cruz del Quiché",66028,"No usa Internet",44477,67.36
1401,"Santa Cruz del Quiché",66028,"NA_Internet",3051,4.62
1402,"Chiché",24260,"Usa Celular",14187,58.48
1402,"Chiché",24260,"No Usa Celular",9828,40.51
1402,"Chiché",24260,"NA_Celular",245,1.01
1402,"Chiché",24260,"Usa Computadora",1515,6.24
1402,"Chiché",24260,"No usa Computadora",22538,92.9
1402,"Chiché",24260,"NA_Computadora",207,0.85
1402,"Chiché",24260,"Usa Internet",4016,16.55
1402,"Chiché",24260,"No usa Internet",19873,81.92
1402,"Chiché",24260,"NA_Internet",371,1.53
1403,"Chinique",9486,"Usa Celular",5355,56.45
1403,"Chinique",9486,"No Usa Celular",3907,41.19
1403,"Chinique",9486,"NA_Celular",224,2.36
1403,"Chinique",9486,"Usa Computadora",1189,12.53
1403,"Chinique",9486,"No usa Computadora",8150,85.92
1403,"Chinique",9486,"NA_Computadora",147,1.55
1403,"Chinique",9486,"Usa Internet",1496,15.77
1403,"Chinique",9486,"No usa Internet",7707,81.25
1403,"Chinique",9486,"NA_Internet",283,2.98
1404,"Zacualpa",26816,"Usa Celular",14412,53.74
1404,"Zacualpa",26816,"No Usa Celular",12030,44.86
1404,"Zacualpa",26816,"NA_Celular",374,1.39
1404,"Zacualpa",26816,"Usa Computadora",1697,6.33
1404,"Zacualpa",26816,"No usa Computadora",24890,92.82
1404,"Zacualpa",26816,"NA_Computadora",229,0.85
1404,"Zacualpa",26816,"Usa Internet",4067,15.17
1404,"Zacualpa",26816,"No usa Internet",22301,83.16
1404,"Zacualpa",26816,"NA_Internet",448,1.67
1405,"Chajul",37842,"Usa Celular",17437,46.08
1405,"Chajul",37842,"No Usa Celular",20098,53.11
1405,"Chajul",37842,"NA_Celular",307,0.81
1405,"Chajul",37842,"Usa Computadora",1772,4.68
1405,"Chajul",37842,"No usa Computadora",35954,95.01
1405,"Chajul",37842,"NA_Computadora",116,0.31
1405,"Chajul",37842,"Usa Internet",2621,6.93
1405,"Chajul",37842,"No usa Internet",34923,92.29
1405,"Chajul",37842,"NA_Internet",298,0.79
1406,"Santo Tomás Chichicastenango",118034,"Usa Celular",63138,53.49
1406,"Santo Tomás Chichicastenango",118034,"No Usa Celular",53300,45.16
1406,"Santo Tomás Chichicastenango",118034,"NA_Celular",1596,1.35
1406,"Santo Tomás Chichicastenango",118034,"Usa Computadora",8494,7.2
1406,"Santo Tomás Chichicastenango",118034,"No usa Computadora",108451,91.88
1406,"Santo Tomás Chichicastenango",118034,"NA_Computadora",1089,0.92
1406,"Santo Tomás Chichicastenango",118034,"Usa Internet",9470,8.02
1406,"Santo Tomás Chichicastenango",118034,"No usa Internet",106435,90.17
1406,"Santo Tomás Chichicastenango",118034,"NA_Internet",2129,1.8
1407,"Patzité",4962,"Usa Celular",2733,55.08
1407,"Patzité",4962,"No Usa Celular",2134,43.01
1407,"Patzité",4962,"NA_Celular",95,1.91
1407,"Patzité",4962,"Usa Computadora",390,7.86
1407,"Patzité",4962,"No usa Computadora",4527,91.23
1407,"Patzité",4962,"NA_Computadora",45,0.91
1407,"Patzité",4962,"Usa Internet",650,13.1
1407,"Patzité",4962,"No usa Internet",4219,85.03
1407,"Patzité",4962,"NA_Internet",93,1.87
1408,"San Antonio Ilotenango",20228,"Usa Celular",12293,60.77
1408,"San Antonio Ilotenango",20228,"No Usa Celular",7575,37.45
1408,"San Antonio Ilotenango",20228,"NA_Celular",360,1.78
1408,"San Antonio Ilotenango",20228,"Usa Computadora",1492,7.38
1408,"San Antonio Ilotenango",20228,"No usa Computadora",18544,91.67
1408,"San Antonio Ilotenango",20228,"NA_Computadora",192,0.95
1408,"San Antonio Ilotenango",20228,"Usa Internet",3783,18.7
1408,"San Antonio Ilotenango",20228,"No usa Internet",16024,79.22
1408,"San Antonio Ilotenango",20228,"NA_Internet",421,2.08
1409,"San Pedro Jocopilas",25942,"Usa Celular",15248,58.78
1409,"San Pedro Jocopilas",25942,"No Usa Celular",9806,37.8
1409,"San Pedro Jocopilas",25942,"NA_Celular",888,3.42
1409,"San Pedro Jocopilas",25942,"Usa Computadora",861,3.32
1409,"San Pedro Jocopilas",25942,"No usa Computadora",24527,94.55
1409,"San Pedro Jocopilas",25942,"NA_Computadora",554,2.14
1409,"San Pedro Jocopilas",25942,"Usa Internet",1968,7.59
1409,"San Pedro Jocopilas",25942,"No usa Internet",22862,88.13
1409,"San Pedro Jocopilas",25942,"NA_Internet",1112,4.29
1410,"Cunén",32786,"Usa Celular",17028,51.94
1410,"Cunén",32786,"No Usa Celular",15383,46.92
1410,"Cunén",32786,"NA_Celular",375,1.14
1410,"Cunén",32786,"Usa Computadora",3153,9.62
1410,"Cunén",32786,"No usa Computadora",29393,89.65
1410,"Cunén",32786,"NA_Computadora",240,0.73
1410,"Cunén",32786,"Usa Internet",4257,12.98
1410,"Cunén",32786,"No usa Internet",28044,85.54
1410,"Cunén",32786,"NA_Internet",485,1.48
1411,"San Juan Cotzal",25617,"Usa Celular",11315,44.17
1411,"San Juan Cotzal",25617,"No Usa Celular",14085,54.98
1411,"San Juan Cotzal",25617,"NA_Celular",217,0.85
1411,"San Juan Cotzal",25617,"Usa Computadora",3864,15.08
1411,"San Juan Cotzal",25617,"No usa Computadora",21651,84.52
1411,"San Juan Cotzal",25617,"NA_Computadora",102,0.4
1411,"San Juan Cotzal",25617,"Usa Internet",3961,15.46
1411,"San Juan Cotzal",25617,"No usa Internet",21202,82.77
1411,"San Juan Cotzal",25617,"NA_Internet",454,1.77
1412,"Joyabaj",65399,"Usa Celular",36685,56.09
1412,"Joyabaj",65399,"No Usa Celular",27361,41.84
1412,"Joyabaj",65399,"NA_Celular",1353,2.07
1412,"Joyabaj",65399,"Usa Computadora",3206,4.9
1412,"Joyabaj",65399,"No usa Computadora",61621,94.22
1412,"Joyabaj",65399,"NA_Computadora",572,0.87
1412,"Joyabaj",65399,"Usa Internet",8187,12.52
1412,"Joyabaj",65399,"No usa Internet",55647,85.09
1412,"Joyabaj",65399,"NA_Internet",1565,2.39
1413,"Santa María Nebaj",60822,"Usa Celular",35444,58.27
1413,"Santa María Nebaj",60822,"No Usa Celular",24602,40.45
1413,"Santa María Nebaj",60822,"NA_Celular",776,1.28
1413,"Santa María Nebaj",60822,"Usa Computadora",6353,10.45
1413,"Santa María Nebaj",60822,"No usa Computadora",53927,88.66
1413,"Santa María Nebaj",60822,"NA_Computadora",542,0.89
1413,"Santa María Nebaj",60822,"Usa Internet",7936,13.05
1413,"Santa María Nebaj",60822,"No usa Internet",51785,85.14
1413,"Santa María Nebaj",60822,"NA_Internet",1101,1.81
1414,"San Andrés Sajcabajá",20824,"Usa Celular",10040,48.21
1414,"San Andrés Sajcabajá",20824,"No Usa Celular",10190,48.93
1414,"San Andrés Sajcabajá",20824,"NA_Celular",594,2.85
1414,"San Andrés Sajcabajá",20824,"Usa Computadora",978,4.7
1414,"San Andrés Sajcabajá",20824,"No usa Computadora",19547,93.87
1414,"San Andrés Sajcabajá",20824,"NA_Computadora",299,1.44
1414,"San Andrés Sajcabajá",20824,"Usa Internet",2004,9.62
1414,"San Andrés Sajcabajá",20824,"No usa Internet",18190,87.35
1414,"San Andrés Sajcabajá",20824,"NA_Internet",630,3.03
1415,"San Miguel Uspantán",52438,"Usa Celular",21887,41.74
1415,"San Miguel Uspantán",52438,"No Usa Celular",29688,56.62
1415,"San Miguel Uspantán",52438,"NA_Celular",863,1.65
1415,"San Miguel Uspantán",52438,"Usa Computadora",3645,6.95
1415,"San Miguel Uspantán",52438,"No usa Computadora",48360,92.22
1415,"San Miguel Uspantán",52438,"NA_Computadora",433,0.83
1415,"San Miguel Uspantán",52438,"Usa Internet",5869,11.19
1415,"San Miguel Uspantán",52438,"No usa Internet",45587,86.94
1415,"San Miguel Uspantán",52438,"NA_Internet",982,1.87
1416,"Sacapulas",42951,"Usa Celular",23558,54.85
1416,"Sacapulas",42951,"No Usa Celular",19022,44.29
1416,"Sacapulas",42951,"NA_Celular",371,0.86
1416,"Sacapulas",42951,"Usa Computadora",2329,5.42
1416,"Sacapulas",42951,"No usa Computadora",40375,94
1416,"Sacapulas",42951,"NA_Computadora",247,0.58
1416,"Sacapulas",42951,"Usa Internet",3943,9.18
1416,"Sacapulas",42951,"No usa Internet",38428,89.47
1416,"Sacapulas",42951,"NA_Internet",580,1.35
1417,"San Bartolomé Jocotenango",10860,"Usa Celular",6213,57.21
1417,"San Bartolomé Jocotenango",10860,"No Usa Celular",4503,41.46
1417,"San Bartolomé Jocotenango",10860,"NA_Celular",144,1.33
1417,"San Bartolomé Jocotenango",10860,"Usa Computadora",365,3.36
1417,"San Bartolomé Jocotenango",10860,"No usa Computadora",10456,96.28
1417,"San Bartolomé Jocotenango",10860,"NA_Computadora",39,0.36
1417,"San Bartolomé Jocotenango",10860,"Usa Internet",1108,10.2
1417,"San Bartolomé Jocotenango",10860,"No usa Internet",9584,88.25
1417,"San Bartolomé Jocotenango",10860,"NA_Internet",168,1.55
1418,"Canillá",10011,"Usa Celular",5851,58.45
1418,"Canillá",10011,"No Usa Celular",3763,37.59
1418,"Canillá",10011,"NA_Celular",397,3.97
1418,"Canillá",10011,"Usa Computadora",923,9.22
1418,"Canillá",10011,"No usa Computadora",8815,88.05
1418,"Canillá",10011,"NA_Computadora",273,2.73
1418,"Canillá",10011,"Usa Internet",1686,16.84
1418,"Canillá",10011,"No usa Internet",7891,78.82
1418,"Canillá",10011,"NA_Internet",434,4.34
1419,"Chicamán",31535,"Usa Celular",13552,42.97
1419,"Chicamán",31535,"No Usa Celular",17550,55.65
1419,"Chicamán",31535,"NA_Celular",433,1.37
1419,"Chicamán",31535,"Usa Computadora",2127,6.74
1419,"Chicamán",31535,"No usa Computadora",29210,92.63
1419,"Chicamán",31535,"NA_Computadora",198,0.63
1419,"Chicamán",31535,"Usa Internet",3151,9.99
1419,"Chicamán",31535,"No usa Internet",27860,88.35
1419,"Chicamán",31535,"NA_Internet",524,1.66
1420,"Playa Grande Ixcán",78853,"Usa Celular",41970,53.23
1420,"Playa Grande Ixcán",78853,"No Usa Celular",36351,46.1
1420,"Playa Grande Ixcán",78853,"NA_Celular",532,0.67
1420,"Playa Grande Ixcán",78853,"Usa Computadora",6948,8.81
1420,"Playa Grande Ixcán",78853,"No usa Computadora",71444,90.6
1420,"Playa Grande Ixcán",78853,"NA_Computadora",461,0.58
1420,"Playa Grande Ixcán",78853,"Usa Internet",9711,12.32
1420,"Playa Grande Ixcán",78853,"No usa Internet",68353,86.68
1420,"Playa Grande Ixcán",78853,"NA_Internet",789,1
1421,"Pachalum",7578,"Usa Celular",5374,70.92
1421,"Pachalum",7578,"No Usa Celular",2172,28.66
1421,"Pachalum",7578,"NA_Celular",32,0.42
1421,"Pachalum",7578,"Usa Computadora",1341,17.7
1421,"Pachalum",7578,"No usa Computadora",6225,82.15
1421,"Pachalum",7578,"NA_Computadora",12,0.16
1421,"Pachalum",7578,"Usa Internet",2953,38.97
1421,"Pachalum",7578,"No usa Internet",4603,60.74
1421,"Pachalum",7578,"NA_Internet",22,0.29
1501,"Salamá",55033,"Usa Celular",34795,63.23
1501,"Salamá",55033,"No Usa Celular",19725,35.84
1501,"Salamá",55033,"NA_Celular",513,0.93
1501,"Salamá",55033,"Usa Computadora",10696,19.44
1501,"Salamá",55033,"No usa Computadora",43916,79.8
1501,"Salamá",55033,"NA_Computadora",421,0.76
1501,"Salamá",55033,"Usa Internet",13586,24.69
1501,"Salamá",55033,"No usa Internet",40782,74.1
1501,"Salamá",55033,"NA_Internet",665,1.21
1502,"San Miguel Chicaj",27345,"Usa Celular",15877,58.06
1502,"San Miguel Chicaj",27345,"No Usa Celular",11252,41.15
1502,"San Miguel Chicaj",27345,"NA_Celular",216,0.79
1502,"San Miguel Chicaj",27345,"Usa Computadora",4230,15.47
1502,"San Miguel Chicaj",27345,"No usa Computadora",22966,83.99
1502,"San Miguel Chicaj",27345,"NA_Computadora",149,0.54
1502,"San Miguel Chicaj",27345,"Usa Internet",5774,21.12
1502,"San Miguel Chicaj",27345,"No usa Internet",21336,78.03
1502,"San Miguel Chicaj",27345,"NA_Internet",235,0.86
1503,"Rabinal",34690,"Usa Celular",20498,59.09
1503,"Rabinal",34690,"No Usa Celular",14003,40.37
1503,"Rabinal",34690,"NA_Celular",189,0.54
1503,"Rabinal",34690,"Usa Computadora",7075,20.39
1503,"Rabinal",34690,"No usa Computadora",27480,79.22
1503,"Rabinal",34690,"NA_Computadora",135,0.39
1503,"Rabinal",34690,"Usa Internet",8459,24.38
1503,"Rabinal",34690,"No usa Internet",26020,75.01
1503,"Rabinal",34690,"NA_Internet",211,0.61
1504,"Cubulco",45369,"Usa Celular",26321,58.02
1504,"Cubulco",45369,"No Usa Celular",18702,41.22
1504,"Cubulco",45369,"NA_Celular",346,0.76
1504,"Cubulco",45369,"Usa Computadora",3383,7.46
1504,"Cubulco",45369,"No usa Computadora",41727,91.97
1504,"Cubulco",45369,"NA_Computadora",259,0.57
1504,"Cubulco",45369,"Usa Internet",4785,10.55
1504,"Cubulco",45369,"No usa Internet",40044,88.26
1504,"Cubulco",45369,"NA_Internet",540,1.19
1505,"Granados",11644,"Usa Celular",8329,71.53
1505,"Granados",11644,"No Usa Celular",3242,27.84
1505,"Granados",11644,"NA_Celular",73,0.63
1505,"Granados",11644,"Usa Computadora",1915,16.45
1505,"Granados",11644,"No usa Computadora",9704,83.34
1505,"Granados",11644,"NA_Computadora",25,0.21
1505,"Granados",11644,"Usa Internet",3878,33.3
1505,"Granados",11644,"No usa Internet",7731,66.39
1505,"Granados",11644,"NA_Internet",35,0.3
1506,"Santa Cruz El Chol",8188,"Usa Celular",5932,72.45
1506,"Santa Cruz El Chol",8188,"No Usa Celular",2249,27.47
1506,"Santa Cruz El Chol",8188,"NA_Celular",7,0.09
1506,"Santa Cruz El Chol",8188,"Usa Computadora",977,11.93
1506,"Santa Cruz El Chol",8188,"No usa Computadora",7191,87.82
1506,"Santa Cruz El Chol",8188,"NA_Computadora",20,0.24
1506,"Santa Cruz El Chol",8188,"Usa Internet",1015,12.4
1506,"Santa Cruz El Chol",8188,"No usa Internet",7148,87.3
1506,"Santa Cruz El Chol",8188,"NA_Internet",25,0.31
1507,"San Jerónimo",21412,"Usa Celular",14300,66.78
1507,"San Jerónimo",21412,"No Usa Celular",6932,32.37
1507,"San Jerónimo",21412,"NA_Celular",180,0.84
1507,"San Jerónimo",21412,"Usa Computadora",4331,20.23
1507,"San Jerónimo",21412,"No usa Computadora",16920,79.02
1507,"San Jerónimo",21412,"NA_Computadora",161,0.75
1507,"San Jerónimo",21412,"Usa Internet",7271,33.96
1507,"San Jerónimo",21412,"No usa Internet",13936,65.08
1507,"San Jerónimo",21412,"NA_Internet",205,0.96
1508,"Purulhá",44495,"Usa Celular",18363,41.27
1508,"Purulhá",44495,"No Usa Celular",25885,58.18
1508,"Purulhá",44495,"NA_Celular",247,0.56
1508,"Purulhá",44495,"Usa Computadora",3266,7.34
1508,"Purulhá",44495,"No usa Computadora",41069,92.3
1508,"Purulhá",44495,"NA_Computadora",160,0.36
1508,"Purulhá",44495,"Usa Internet",5720,12.86
1508,"Purulhá",44495,"No usa Internet",38423,86.35
1508,"Purulhá",44495,"NA_Internet",352,0.79
1601,"Cobán",176556,"Usa Celular",93643,53.04
1601,"Cobán",176556,"No Usa Celular",81336,46.07
1601,"Cobán",176556,"NA_Celular",1577,0.89
1601,"Cobán",176556,"Usa Computadora",36692,20.78
1601,"Cobán",176556,"No usa Computadora",139014,78.74
1601,"Cobán",176556,"NA_Computadora",850,0.48
1601,"Cobán",176556,"Usa Internet",46788,26.5
1601,"Cobán",176556,"No usa Internet",128235,72.63
1601,"Cobán",176556,"NA_Internet",1533,0.87
1602,"Santa Cruz Verapaz",26246,"Usa Celular",14299,54.48
1602,"Santa Cruz Verapaz",26246,"No Usa Celular",11764,44.82
1602,"Santa Cruz Verapaz",26246,"NA_Celular",183,0.7
1602,"Santa Cruz Verapaz",26246,"Usa Computadora",4395,16.75
1602,"Santa Cruz Verapaz",26246,"No usa Computadora",21734,82.81
1602,"Santa Cruz Verapaz",26246,"NA_Computadora",117,0.45
1602,"Santa Cruz Verapaz",26246,"Usa Internet",5959,22.7
1602,"Santa Cruz Verapaz",26246,"No usa Internet",20070,76.47
1602,"Santa Cruz Verapaz",26246,"NA_Internet",217,0.83
1603,"San Cristóbal Verapaz",55367,"Usa Celular",26560,47.97
1603,"San Cristóbal Verapaz",55367,"No Usa Celular",28447,51.38
1603,"San Cristóbal Verapaz",55367,"NA_Celular",360,0.65
1603,"San Cristóbal Verapaz",55367,"Usa Computadora",7255,13.1
1603,"San Cristóbal Verapaz",55367,"No usa Computadora",47923,86.56
1603,"San Cristóbal Verapaz",55367,"NA_Computadora",189,0.34
1603,"San Cristóbal Verapaz",55367,"Usa Internet",8086,14.6
1603,"San Cristóbal Verapaz",55367,"No usa Internet",46915,84.73
1603,"San Cristóbal Verapaz",55367,"NA_Internet",366,0.66
1604,"Tactic",31382,"Usa Celular",19496,62.12
1604,"Tactic",31382,"No Usa Celular",11642,37.1
1604,"Tactic",31382,"NA_Celular",244,0.78
1604,"Tactic",31382,"Usa Computadora",6769,21.57
1604,"Tactic",31382,"No usa Computadora",24473,77.98
1604,"Tactic",31382,"NA_Computadora",140,0.45
1604,"Tactic",31382,"Usa Internet",9717,30.96
1604,"Tactic",31382,"No usa Internet",21430,68.29
1604,"Tactic",31382,"NA_Internet",235,0.75
1605,"Tamahú",16174,"Usa Celular",7319,45.25
1605,"Tamahú",16174,"No Usa Celular",8733,53.99
1605,"Tamahú",16174,"NA_Celular",122,0.75
1605,"Tamahú",16174,"Usa Computadora",1147,7.09
1605,"Tamahú",16174,"No usa Computadora",14970,92.56
1605,"Tamahú",16174,"NA_Computadora",57,0.35
1605,"Tamahú",16174,"Usa Internet",1528,9.45
1605,"Tamahú",16174,"No usa Internet",14520,89.77
1605,"Tamahú",16174,"NA_Internet",126,0.78
1606,"San Miguel Tucurú",34450,"Usa Celular",10112,29.35
1606,"San Miguel Tucurú",34450,"No Usa Celular",23586,68.46
1606,"San Miguel Tucurú",34450,"NA_Celular",752,2.18
1606,"San Miguel Tucurú",34450,"Usa Computadora",1686,4.89
1606,"San Miguel Tucurú",34450,"No usa Computadora",32440,94.17
1606,"San Miguel Tucurú",34450,"NA_Computadora",324,0.94
1606,"San Miguel Tucurú",34450,"Usa Internet",1711,4.97
1606,"San Miguel Tucurú",34450,"No usa Internet",31939,92.71
1606,"San Miguel Tucurú",34450,"NA_Internet",800,2.32
1607,"Panzós",56330,"Usa Celular",15718,27.9
1607,"Panzós",56330,"No Usa Celular",40132,71.24
1607,"Panzós",56330,"NA_Celular",480,0.85
1607,"Panzós",56330,"Usa Computadora",2306,4.09
1607,"Panzós",56330,"No usa Computadora",53790,95.49
1607,"Panzós",56330,"NA_Computadora",234,0.42
1607,"Panzós",56330,"Usa Internet",3318,5.89
1607,"Panzós",56330,"No usa Internet",52502,93.2
1607,"Panzós",56330,"NA_Internet",510,0.91
1608,"Senahú",73262,"Usa Celular",19423,26.51
1608,"Senahú",73262,"No Usa Celular",53010,72.36
