"Código","Municipio","Población de 7 años o más","Uso de Tecnologias","Cantidad de Personas","Porcentaje de Poblacion"
101,"Guatemala",823541,"Usa Celular",686460,83.35
101,"Guatemala",823541,"No Usa Celular",126413,15.35
101,"Guatemala",823541,"NA_Celular",10668,1.3
101,"Guatemala",823541,"Usa Computadora",437433,53.12
101,"Guatemala",823541,"No usa Computadora",375594,45.61
101,"Guatemala",823541,"NA_Computadora",10514,1.28
101,"Guatemala",823541,"Usa Internet",512366,62.21
101,"Guatemala",823541,"No usa Internet",299216,36.33
101,"Guatemala",823541,"NA_Internet",11959,1.45
102,"Santa Catarina Pinula",70958,"Usa Celular",58190,82.01
102,"Santa Catarina Pinula",70958,"No Usa Celular",11862,16.72
102,"Santa Catarina Pinula",70958,"NA_Celular",906,1.28
102,"Santa Catarina Pinula",70958,"Usa Computadora",34861,49.13
102,"Santa Catarina Pinula",70958,"No usa Computadora",35151,49.54
102,"Santa Catarina Pinula",70958,"NA_Computadora",946,1.33
102,"Santa Catarina Pinula",70958,"Usa Internet",41243,58.12
102,"Santa Catarina Pinula",70958,"No usa Internet",28689,40.43
102,"Santa Catarina Pinula",70958,"NA_Internet",1026,1.45
103,"San José Pinula",68509,"Usa Celular",52853,77.15
103,"San José Pinula",68509,"No Usa Celular",14668,21.41
103,"San José Pinula",68509,"NA_Celular",988,1.44
103,"San José Pinula",68509,"Usa Computadora",26148,38.17
103,"San José Pinula",68509,"No usa Computadora",41417,60.45
103,"San José Pinula",68509,"NA_Computadora",944,1.38
103,"San José Pinula",68509,"Usa Internet",31807,46.43
103,"San José Pinula",68509,"No usa Internet",35520,51.85
103,"San José Pinula",68509,"NA_Internet",1182,1.73
104,"San José del Golfo",6206,"Usa Celular",4603,74.17
104,"San José del Golfo",6206,"No Usa Celular",1534,24.72
104,"San José del Golfo",6206,"NA_Celular",69,1.11
104,"San José del Golfo",6206,"Usa Computadora",1289,20.77
104,"San José del Golfo",6206,"No usa Computadora",4868,78.44
104,"San José del Golfo",6206,"NA_Computadora",49,0.79
104,"San José del Golfo",6206,"Usa Internet",2628,42.35
104,"San José del Golfo",6206,"No usa Internet",3510,56.56
104,"San José del Golfo",6206,"NA_Internet",68,1.1
105,"Palencia",59630,"Usa Celular",39603,66.41
105,"Palencia",59630,"No Usa Celular",19646,32.95
105,"Palencia",59630,"NA_Celular",381,0.64
105,"Palencia",59630,"Usa Computadora",12460,20.9
105,"Palencia",59630,"No usa Computadora",46859,78.58
105,"Palencia",59630,"NA_Computadora",311,0.52
105,"Palencia",59630,"Usa Internet",19869,33.32
105,"Palencia",59630,"No usa Internet",39324,65.95
105,"Palencia",59630,"NA_Internet",437,0.73
106,"Chinautla",98780,"Usa Celular",77271,78.23
106,"Chinautla",98780,"No Usa Celular",20475,20.73
106,"Chinautla",98780,"NA_Celular",1034,1.05
106,"Chinautla",98780,"Usa Computadora",36166,36.61
106,"Chinautla",98780,"No usa Computadora",61722,62.48
106,"Chinautla",98780,"NA_Computadora",892,0.9
106,"Chinautla",98780,"Usa Internet",50207,50.83
106,"Chinautla",98780,"No usa Internet",47455,48.04
106,"Chinautla",98780,"NA_Internet",1118,1.13
107,"San Pedro Ayampuc",50043,"Usa Celular",34245,68.43
107,"San Pedro Ayampuc",50043,"No Usa Celular",15330,30.63
107,"San Pedro Ayampuc",50043,"NA_Celular",468,0.94
107,"San Pedro Ayampuc",50043,"Usa Computadora",10953,21.89
107,"San Pedro Ayampuc",50043,"No usa Computadora",38665,77.26
107,"San Pedro Ayampuc",50043,"NA_Computadora",425,0.85
107,"San Pedro Ayampuc",50043,"Usa Internet",17279,34.53
107,"San Pedro Ayampuc",50043,"No usa Internet",32270,64.48
107,"San Pedro Ayampuc",50043,"NA_Internet",494,0.99
108,"Mixco",413084,"Usa Celular",345565,83.65
108,"Mixco",413084,"No Usa Celular",60207,14.58
108,"Mixco",413084,"NA_Celular",7312,1.77
108,"Mixco",413084,"Usa Computadora",223721,54.16
108,"Mixco",413084,"No usa Computadora",182105,44.08
108,"Mixco",413084,"NA_Computadora",7258,1.76
108,"Mixco",413084,"Usa Internet",265394,64.25
108,"Mixco",413084,"No usa Internet",139352,33.73
108,"Mixco",413084,"NA_Internet",8338,2.02
109,"San Pedro Sacatepéquez",43666,"Usa Celular",29859,68.38
109,"San Pedro Sacatepéquez",43666,"No Usa Celular",13506,30.93
109,"San Pedro Sacatepéquez",43666,"NA_Celular",301,0.69
109,"San Pedro Sacatepéquez",43666,"Usa Computadora",11309,25.9
109,"San Pedro Sacatepéquez",43666,"No usa Computadora",32053,73.4
109,"San Pedro Sacatepéquez",43666,"NA_Computadora",304,0.7
109,"San Pedro Sacatepéquez",43666,"Usa Internet",15151,34.7
109,"San Pedro Sacatepéquez",43666,"No usa Internet",28090,64.33
109,"San Pedro Sacatepéquez",43666,"NA_Internet",425,0.97
110,"San Juan Sacatepéquez",184474,"Usa Celular",114939,62.31
110,"San Juan Sacatepéquez",184474,"No Usa Celular",64353,34.88
110,"San Juan Sacatepéquez",184474,"NA_Celular",5182,2.81
110,"San Juan Sacatepéquez",184474,"Usa Computadora",38308,20.77
110,"San Juan Sacatepéquez",184474,"No usa Computadora",142418,77.2
110,"San Juan Sacatepéquez",184474,"NA_Computadora",3748,2.03
110,"San Juan Sacatepéquez",184474,"Usa Internet",52452,28.43
110,"San Juan Sacatepéquez",184474,"No usa Internet",126486,68.57
110,"San Juan Sacatepéquez",184474,"NA_Internet",5536,3
111,"San Raymundo",26643,"Usa Celular",17476,65.59
111,"San Raymundo",26643,"No Usa Celular",9015,33.84
111,"San Raymundo",26643,"NA_Celular",152,0.57
111,"San Raymundo",26643,"Usa Computadora",4986,18.71
111,"San Raymundo",26643,"No usa Computadora",21547,80.87
111,"San Raymundo",26643,"NA_Computadora",110,0.41
111,"San Raymundo",26643,"Usa Internet",6777,25.44
111,"San Raymundo",26643,"No usa Internet",19655,73.77
111,"San Raymundo",26643,"NA_Internet",211,0.79
112,"Chuarrancho",10555,"Usa Celular",5798,54.93
112,"Chuarrancho",10555,"No Usa Celular",4676,44.3
112,"Chuarrancho",10555,"NA_Celular",81,0.77
112,"Chuarrancho",10555,"Usa Computadora",759,7.19
112,"Chuarrancho",10555,"No usa Computadora",9726,92.15
112,"Chuarrancho",10555,"NA_Computadora",70,0.66
112,"Chuarrancho",10555,"Usa Internet",2044,19.37
112,"Chuarrancho",10555,"No usa Internet",8396,79.55
112,"Chuarrancho",10555,"NA_Internet",115,1.09
113,"Fraijanes",52138,"Usa Celular",36839,70.66
113,"Fraijanes",52138,"No Usa Celular",14381,27.58
113,"Fraijanes",52138,"NA_Celular",918,1.76
113,"Fraijanes",52138,"Usa Computadora",22006,42.21
113,"Fraijanes",52138,"No usa Computadora",29398,56.38
113,"Fraijanes",52138,"NA_Computadora",734,1.41
113,"Fraijanes",52138,"Usa Internet",25742,49.37
113,"Fraijanes",52138,"No usa Internet",25491,48.89
113,"Fraijanes",52138,"NA_Internet",905,1.74
114,"Amatitlán",100917,"Usa Celular",76041,75.35
114,"Amatitlán",100917,"No Usa Celular",23634,23.42
114,"Amatitlán",100917,"NA_Celular",1242,1.23
114,"Amatitlán",100917,"Usa Computadora",35632,35.31
114,"Amatitlán",100917,"No usa Computadora",63988,63.41
114,"Amatitlán",100917,"NA_Computadora",1297,1.29
114,"Amatitlán",100917,"Usa Internet",48175,47.74
114,"Amatitlán",100917,"No usa Internet",51229,50.76
114,"Amatitlán",100917,"NA_Internet",1513,1.5
115,"Villa Nueva",378827,"Usa Celular",309693,81.75
115,"Villa Nueva",378827,"No Usa Celular",62187,16.42
115,"Villa Nueva",378827,"NA_Celular",6947,1.83
115,"Villa Nueva",378827,"Usa Computadora",171116,45.17
115,"Villa Nueva",378827,"No usa Computadora",200885,53.03
115,"Villa Nueva",378827,"NA_Computadora",6826,1.8
115,"Villa Nueva",378827,"Usa Internet",215866,56.98
115,"Villa Nueva",378827,"No usa Internet",155268,40.99
115,"Villa Nueva",378827,"NA_Internet",7693,2.03
116,"Villa Canales",133606,"Usa Celular",97433,72.93
116,"Villa Canales",133606,"No Usa Celular",34489,25.81
116,"Villa Canales",133606,"NA_Celular",1684,1.26
116,"Villa Canales",133606,"Usa Computadora",40482,30.3
116,"Villa Canales",133606,"No usa Computadora",91480,68.47
116,"Villa Canales",133606,"NA_Computadora",1644,1.23
116,"Villa Canales",133606,"Usa Internet",55352,41.43
116,"Villa Canales",133606,"No usa Internet",76142,56.99
116,"Villa Canales",133606,"NA_Internet",2112,1.58
117,"San Miguel Petapa",119532,"Usa Celular",100497,84.08
117,"San Miguel Petapa",119532,"No Usa Celular",17034,14.25
117,"San Miguel Petapa",119532,"NA_Celular",2001,1.67
117,"San Miguel Petapa",119532,"Usa Computadora",63792,53.37
117,"San Miguel Petapa",119532,"No usa Computadora",53823,45.03
117,"San Miguel Petapa",119532,"NA_Computadora",1917,1.6
117,"San Miguel Petapa",119532,"Usa Internet",77088,64.49
117,"San Miguel Petapa",119532,"No usa Internet",40313,33.73
117,"San Miguel Petapa",119532,"NA_Internet",2131,1.78
201,"Guastatoya",21686,"Usa Celular",16543,76.28
201,"Guastatoya",21686,"No Usa Celular",4940,22.78
201,"Guastatoya",21686,"NA_Celular",203,0.94
201,"Guastatoya",21686,"Usa Computadora",7161,33.02
201,"Guastatoya",21686,"No usa Computadora",14385,66.33
201,"Guastatoya",21686,"NA_Computadora",140,0.65
201,"Guastatoya",21686,"Usa Internet",10169,46.89
201,"Guastatoya",21686,"No usa Internet",11339,52.29
201,"Guastatoya",21686,"NA_Internet",178,0.82
202,"Morazán",10512,"Usa Celular",6913,65.76
202,"Morazán",10512,"No Usa Celular",3498,33.28
202,"Morazán",10512,"NA_Celular",101,0.96
202,"Morazán",10512,"Usa Computadora",963,9.16
202,"Morazán",10512,"No usa Computadora",9408,89.5
202,"Morazán",10512,"NA_Computadora",141,1.34
202,"Morazán",10512,"Usa Internet",1142,10.86
202,"Morazán",10512,"No usa Internet",9179,87.32
202,"Morazán",10512,"NA_Internet",191,1.82
203,"San Agustín Acasaguastlán",38035,"Usa Celular",20098,52.84
203,"San Agustín Acasaguastlán",38035,"No Usa Celular",17468,45.93
203,"San Agustín Acasaguastlán",38035,"NA_Celular",469,1.23
203,"San Agustín Acasaguastlán",38035,"Usa Computadora",3511,9.23
203,"San Agustín Acasaguastlán",38035,"No usa Computadora",34120,89.71
203,"San Agustín Acasaguastlán",38035,"NA_Computadora",404,1.06
203,"San Agustín Acasaguastlán",38035,"Usa Internet",5523,14.52
203,"San Agustín Acasaguastlán",38035,"No usa Internet",31953,84.01
203,"San Agustín Acasaguastlán",38035,"NA_Internet",559,1.47
204,"San Cristóbal Acasaguastlán",6227,"Usa Celular",3959,63.58
204,"San Cristóbal Acasaguastlán",6227,"No Usa Celular",2190,35.17
204,"San Cristóbal Acasaguastlán",6227,"NA_Celular",78,1.25
204,"San Cristóbal Acasaguastlán",6227,"Usa Computadora",974,15.64
204,"San Cristóbal Acasaguastlán",6227,"No usa Computadora",5180,83.19
204,"San Cristóbal Acasaguastlán",6227,"NA_Computadora",73,1.17
204,"San Cristóbal Acasaguastlán",6227,"Usa Internet",1327,21.31
204,"San Cristóbal Acasaguastlán",6227,"No usa Internet",4800,77.08
204,"San Cristóbal Acasaguastlán",6227,"NA_Internet",100,1.61
205,"El Jícaro",11426,"Usa Celular",7180,62.84
205,"El Jícaro",11426,"No Usa Celular",4173,36.52
205,"El Jícaro",11426,"NA_Celular",73,0.64
205,"El Jícaro",11426,"Usa Computadora",1092,9.56
205,"El Jícaro",11426,"No usa Computadora",10246,89.67
205,"El Jícaro",11426,"NA_Computadora",88,0.77
205,"El Jícaro",11426,"Usa Internet",2878,25.19
205,"El Jícaro",11426,"No usa Internet",8425,73.74
205,"El Jícaro",11426,"NA_Internet",123,1.08
206,"Sansare",11416,"Usa Celular",7145,62.59
206,"Sansare",11416,"No Usa Celular",4139,36.26
206,"Sansare",11416,"NA_Celular",132,1.16
206,"Sansare",11416,"Usa Computadora",1821,15.95
206,"Sansare",11416,"No usa Computadora",9449,82.77
206,"Sansare",11416,"NA_Computadora",146,1.28
206,"Sansare",11416,"Usa Internet",2462,21.57
206,"Sansare",11416,"No usa Internet",8776,76.87
206,"Sansare",11416,"NA_Internet",178,1.56
207,"Sanarate",34148,"Usa Celular",24334,71.26
207,"Sanarate",34148,"No Usa Celular",9511,27.85
207,"Sanarate",34148,"NA_Celular",303,0.89
207,"Sanarate",34148,"Usa Computadora",8972,26.27
207,"Sanarate",34148,"No usa Computadora",24940,73.04
207,"Sanarate",34148,"NA_Computadora",236,0.69
207,"Sanarate",34148,"Usa Internet",13438,39.35
207,"Sanarate",34148,"No usa Internet",20408,59.76
207,"Sanarate",34148,"NA_Internet",302,0.88
208,"San Antonio la Paz",17751,"Usa Celular",12358,69.62
208,"San Antonio la Paz",17751,"No Usa Celular",5230,29.46
208,"San Antonio la Paz",17751,"NA_Celular",163,0.92
208,"San Antonio la Paz",17751,"Usa Computadora",2805,15.8
208,"San Antonio la Paz",17751,"No usa Computadora",14751,83.1
208,"San Antonio la Paz",17751,"NA_Computadora",195,1.1
208,"San Antonio la Paz",17751,"Usa Internet",5674,31.96
208,"San Antonio la Paz",17751,"No usa Internet",11906,67.07
208,"San Antonio la Paz",17751,"NA_Internet",171,0.96
301,"Antigua Guatemala",40973,"Usa Celular",30333,74.03
301,"Antigua Guatemala",40973,"No Usa Celular",9705,23.69
301,"Antigua Guatemala",40973,"NA_Celular",935,2.28
301,"Antigua Guatemala",40973,"Usa Computadora",17621,43.01
301,"Antigua Guatemala",40973,"No usa Computadora",22550,55.04
301,"Antigua Guatemala",40973,"NA_Computadora",802,1.96
301,"Antigua Guatemala",40973,"Usa Internet",21087,51.47
301,"Antigua Guatemala",40973,"No usa Internet",18885,46.09
301,"Antigua Guatemala",40973,"NA_Internet",1001,2.44
302,"Jocotenango",19292,"Usa Celular",15625,80.99
302,"Jocotenango",19292,"No Usa Celular",3407,17.66
302,"Jocotenango",19292,"NA_Celular",260,1.35
302,"Jocotenango",19292,"Usa Computadora",10205,52.9
302,"Jocotenango",19292,"No usa Computadora",8876,46.01
302,"Jocotenango",19292,"NA_Computadora",211,1.09
302,"Jocotenango",19292,"Usa Internet",11373,58.95
302,"Jocotenango",19292,"No usa Internet",7641,39.61
302,"Jocotenango",19292,"NA_Internet",278,1.44
303,"Pastores",15433,"Usa Celular",10612,68.76
303,"Pastores",15433,"No Usa Celular",4652,30.14
303,"Pastores",15433,"NA_Celular",169,1.1
303,"Pastores",15433,"Usa Computadora",4636,30.04
303,"Pastores",15433,"No usa Computadora",10650,69.01
303,"Pastores",15433,"NA_Computadora",147,0.95
303,"Pastores",15433,"Usa Internet",6109,39.58
303,"Pastores",15433,"No usa Internet",9143,59.24
303,"Pastores",15433,"NA_Internet",181,1.17
304,"Sumpango",31813,"Usa Celular",18761,58.97
304,"Sumpango",31813,"No Usa Celular",11648,36.61
304,"Sumpango",31813,"NA_Celular",1404,4.41
304,"Sumpango",31813,"Usa Computadora",5897,18.54
304,"Sumpango",31813,"No usa Computadora",24763,77.84
304,"Sumpango",31813,"NA_Computadora",1153,3.62
304,"Sumpango",31813,"Usa Internet",7306,22.97
304,"Sumpango",31813,"No usa Internet",23016,72.35
304,"Sumpango",31813,"NA_Internet",1491,4.69
305,"Santo Domingo Xenacoj",10585,"Usa Celular",7098,67.06
305,"Santo Domingo Xenacoj",10585,"No Usa Celular",3221,30.43
305,"Santo Domingo Xenacoj",10585,"NA_Celular",266,2.51
305,"Santo Domingo Xenacoj",10585,"Usa Computadora",3568,33.71
305,"Santo Domingo Xenacoj",10585,"No usa Computadora",6770,63.96
305,"Santo Domingo Xenacoj",10585,"NA_Computadora",247,2.33
305,"Santo Domingo Xenacoj",10585,"Usa Internet",3469,32.77
305,"Santo Domingo Xenacoj",10585,"No usa Internet",6801,64.25
305,"Santo Domingo Xenacoj",10585,"NA_Internet",315,2.98
306,"Santiago Sacatepéquez",25291,"Usa Celular",17487,69.14
306,"Santiago Sacatepéquez",25291,"No Usa Celular",7258,28.7
306,"Santiago Sacatepéquez",25291,"NA_Celular",546,2.16
306,"Santiago Sacatepéquez",25291,"Usa Computadora",6092,24.09
306,"Santiago Sacatepéquez",25291,"No usa Computadora",18642,73.71
306,"Santiago Sacatepéquez",25291,"NA_Computadora",557,2.2
306,"Santiago Sacatepéquez",25291,"Usa Internet",6624,26.19
306,"Santiago Sacatepéquez",25291,"No usa Internet",17892,70.74
306,"Santiago Sacatepéquez",25291,"NA_Internet",775,3.06
307,"San Bartolomé Milpas Altas",6831,"Usa Celular",5417,79.3
307,"San Bartolomé Milpas Altas",6831,"No Usa Celular",1381,20.22
307,"San Bartolomé Milpas Altas",6831,"NA_Celular",33,0.48
307,"San Bartolomé Milpas Altas",6831,"Usa Computadora",3601,52.72
307,"San Bartolomé Milpas Altas",6831,"No usa Computadora",3198,46.82
307,"San Bartolomé Milpas Altas",6831,"NA_Computadora",32,0.47
307,"San Bartolomé Milpas Altas",6831,"Usa Internet",4148,60.72
307,"San Bartolomé Milpas Altas",6831,"No usa Internet",2651,38.81
307,"San Bartolomé Milpas Altas",6831,"NA_Internet",32,0.47
308,"San Lucas Sacatepéquez",20577,"Usa Celular",17287,84.01
308,"San Lucas Sacatepéquez",20577,"No Usa Celular",2970,14.43
308,"San Lucas Sacatepéquez",20577,"NA_Celular",320,1.56
308,"San Lucas Sacatepéquez",20577,"Usa Computadora",11898,57.82
308,"San Lucas Sacatepéquez",20577,"No usa Computadora",8413,40.89
308,"San Lucas Sacatepéquez",20577,"NA_Computadora",266,1.29
308,"San Lucas Sacatepéquez",20577,"Usa Internet",13531,65.76
308,"San Lucas Sacatepéquez",20577,"No usa Internet",6729,32.7
308,"San Lucas Sacatepéquez",20577,"NA_Internet",317,1.54
309,"Santa Lucía Milpas Altas",13662,"Usa Celular",10436,76.39
309,"Santa Lucía Milpas Altas",13662,"No Usa Celular",2900,21.23
309,"Santa Lucía Milpas Altas",13662,"NA_Celular",326,2.39
309,"Santa Lucía Milpas Altas",13662,"Usa Computadora",5089,37.25
309,"Santa Lucía Milpas Altas",13662,"No usa Computadora",8230,60.24
309,"Santa Lucía Milpas Altas",13662,"NA_Computadora",343,2.51
309,"Santa Lucía Milpas Altas",13662,"Usa Internet",6697,49.02
309,"Santa Lucía Milpas Altas",13662,"No usa Internet",6568,48.07
309,"Santa Lucía Milpas Altas",13662,"NA_Internet",397,2.91
310,"Magdalena Milpas Altas",10365,"Usa Celular",6216,59.97
310,"Magdalena Milpas Altas",10365,"No Usa Celular",4025,38.83
310,"Magdalena Milpas Altas",10365,"NA_Celular",124,1.2
310,"Magdalena Milpas Altas",10365,"Usa Computadora",2427,23.42
310,"Magdalena Milpas Altas",10365,"No usa Computadora",7841,75.65
310,"Magdalena Milpas Altas",10365,"NA_Computadora",97,0.94
310,"Magdalena Milpas Altas",10365,"Usa Internet",2868,27.67
310,"Magdalena Milpas Altas",10365,"No usa Internet",7376,71.16
310,"Magdalena Milpas Altas",10365,"NA_Internet",121,1.17
311,"Santa María de Jesús",18454,"Usa Celular",9834,53.29
311,"Santa María de Jesús",18454,"No Usa Celular",8459,45.84
311,"Santa María de Jesús",18454,"NA_Celular",161,0.87
311,"Santa María de Jesús",18454,"Usa Computadora",2649,14.35
311,"Santa María de Jesús",18454,"No usa Computadora",15654,84.83
311,"Santa María de Jesús",18454,"NA_Computadora",151,0.82
311,"Santa María de Jesús",18454,"Usa Internet",3640,19.72
311,"Santa María de Jesús",18454,"No usa Internet",14601,79.12
311,"Santa María de Jesús",18454,"NA_Internet",213,1.15
312,"Ciudad Vieja",29121,"Usa Celular",19294,66.25
312,"Ciudad Vieja",29121,"No Usa Celular",8742,30.02
312,"Ciudad Vieja",29121,"NA_Celular",1085,3.73
312,"Ciudad Vieja",29121,"Usa Computadora",8056,27.66
312,"Ciudad Vieja",29121,"No usa Computadora",20108,69.05
312,"Ciudad Vieja",29121,"NA_Computadora",957,3.29
312,"Ciudad Vieja",29121,"Usa Internet",9253,31.77
312,"Ciudad Vieja",29121,"No usa Internet",18672,64.12
312,"Ciudad Vieja",29121,"NA_Internet",1196,4.11
313,"San Miguel Dueñas",10985,"Usa Celular",7576,68.97
313,"San Miguel Dueñas",10985,"No Usa Celular",3171,28.87
313,"San Miguel Dueñas",10985,"NA_Celular",238,2.17
313,"San Miguel Dueñas",10985,"Usa Computadora",2630,23.94
313,"San Miguel Dueñas",10985,"No usa Computadora",8146,74.16
313,"San Miguel Dueñas",10985,"NA_Computadora",209,1.9
313,"San Miguel Dueñas",10985,"Usa Internet",4082,37.16
313,"San Miguel Dueñas",10985,"No usa Internet",6624,60.3
313,"San Miguel Dueñas",10985,"NA_Internet",279,2.54
314,"San Juan Alotenango",20473,"Usa Celular",12740,62.23
314,"San Juan Alotenango",20473,"No Usa Celular",7413,36.21
314,"San Juan Alotenango",20473,"NA_Celular",320,1.56
314,"San Juan Alotenango",20473,"Usa Computadora",3118,15.23
314,"San Juan Alotenango",20473,"No usa Computadora",17000,83.04
314,"San Juan Alotenango",20473,"NA_Computadora",355,1.73
314,"San Juan Alotenango",20473,"Usa Internet",3978,19.43
314,"San Juan Alotenango",20473,"No usa Internet",15991,78.11
314,"San Juan Alotenango",20473,"NA_Internet",504,2.46
315,"San Antonio Aguas Calientes",9900,"Usa Celular",7099,71.71
315,"San Antonio Aguas Calientes",9900,"No Usa Celular",2724,27.52
315,"San Antonio Aguas Calientes",9900,"NA_Celular",77,0.78
315,"San Antonio Aguas Calientes",9900,"Usa Computadora",3580,36.16
315,"San Antonio Aguas Calientes",9900,"No usa Computadora",6259,63.22
315,"San Antonio Aguas Calientes",9900,"NA_Computadora",61,0.62
315,"San Antonio Aguas Calientes",9900,"Usa Internet",4546,45.92
315,"San Antonio Aguas Calientes",9900,"No usa Internet",5264,53.17
315,"San Antonio Aguas Calientes",9900,"NA_Internet",90,0.91
316,"Santa Catarina Barahona",3546,"Usa Celular",2451,69.12
316,"Santa Catarina Barahona",3546,"No Usa Celular",1065,30.03
316,"Santa Catarina Barahona",3546,"NA_Celular",30,0.85
316,"Santa Catarina Barahona",3546,"Usa Computadora",1204,33.95
316,"Santa Catarina Barahona",3546,"No usa Computadora",2324,65.54
316,"Santa Catarina Barahona",3546,"NA_Computadora",18,0.51
316,"Santa Catarina Barahona",3546,"Usa Internet",1512,42.64
316,"Santa Catarina Barahona",3546,"No usa Internet",2005,56.54
316,"Santa Catarina Barahona",3546,"NA_Internet",29,0.82
401,"Chimaltenango",83554,"Usa Celular",58518,70.04
401,"Chimaltenango",83554,"No Usa Celular",23565,28.2
401,"Chimaltenango",83554,"NA_Celular",1471,1.76
401,"Chimaltenango",83554,"Usa Computadora",27327,32.71
401,"Chimaltenango",83554,"No usa Computadora",54587,65.33
401,"Chimaltenango",83554,"NA_Computadora",1640,1.96
401,"Chimaltenango",83554,"Usa Internet",34213,40.95
401,"Chimaltenango",83554,"No usa Internet",47316,56.63
401,"Chimaltenango",83554,"NA_Internet",2025,2.42
402,"San José Poaquil",22856,"Usa Celular",13633,59.65
402,"San José Poaquil",22856,"No Usa Celular",9130,39.95
402,"San José Poaquil",22856,"NA_Celular",93,0.41
402,"San José Poaquil",22856,"Usa Computadora",4681,20.48
402,"San José Poaquil",22856,"No usa Computadora",18126,79.31
402,"San José Poaquil",22856,"NA_Computadora",49,0.21
402,"San José Poaquil",22856,"Usa Internet",5872,25.69
402,"San José Poaquil",22856,"No usa Internet",16864,73.78
402,"San José Poaquil",22856,"NA_Internet",120,0.53
403,"San Martín Jilotepeque",61676,"Usa Celular",36630,59.39
403,"San Martín Jilotepeque",61676,"No Usa Celular",24503,39.73
403,"San Martín Jilotepeque",61676,"NA_Celular",543,0.88
403,"San Martín Jilotepeque",61676,"Usa Computadora",5044,8.18
403,"San Martín Jilotepeque",61676,"No usa Computadora",56197,91.12
403,"San Martín Jilotepeque",61676,"NA_Computadora",435,0.71
403,"San Martín Jilotepeque",61676,"Usa Internet",5147,8.35
403,"San Martín Jilotepeque",61676,"No usa Internet",55799,90.47
403,"San Martín Jilotepeque",61676,"NA_Internet",730,1.18
404,"San Juan Comalapa",41229,"Usa Celular",25076,60.82
404,"San Juan Comalapa",41229,"No Usa Celular",15533,37.67
404,"San Juan Comalapa",41229,"NA_Celular",620,1.5
404,"San Juan Comalapa",41229,"Usa Computadora",10117,24.54
404,"San Juan Comalapa",41229,"No usa Computadora",30499,73.97
404,"San Juan Comalapa",41229,"NA_Computadora",613,1.49
404,"San Juan Comalapa",41229,"Usa Internet",11109,26.94
404,"San Juan Comalapa",41229,"No usa Internet",29274,71
404,"San Juan Comalapa",41229,"NA_Internet",846,2.05
405,"Santa Apolonia",15016,"Usa Celular",6965,46.38
405,"Santa Apolonia",15016,"No Usa Celular",7908,52.66
405,"Santa Apolonia",15016,"NA_Celular",143,0.95
405,"Santa Apolonia",15016,"Usa Computadora",1080,7.19
405,"Santa Apolonia",15016,"No usa Computadora",13822,92.05
405,"Santa Apolonia",15016,"NA_Computadora",114,0.76
405,"Santa Apolonia",15016,"Usa Internet",1650,10.99
405,"Santa Apolonia",15016,"No usa Internet",13184,87.8
405,"Santa Apolonia",15016,"NA_Internet",182,1.21
406,"Tecpán Guatemala",75219,"Usa Celular",39696,52.77
406,"Tecpán Guatemala",75219,"No Usa Celular",35036,46.58
406,"Tecpán Guatemala",75219,"NA_Celular",487,0.65
406,"Tecpán Guatemala",75219,"Usa Computadora",11098,14.75
406,"Tecpán Guatemala",75219,"No usa Computadora",63736,84.73
406,"Tecpán Guatemala",75219,"NA_Computadora",385,0.51
406,"Tecpán Guatemala",75219,"Usa Internet",14508,19.29
406,"Tecpán Guatemala",75219,"No usa Internet",60087,79.88
406,"Tecpán Guatemala",75219,"NA_Internet",624,0.83
407,"Patzún",49017,"Usa Celular",29955,61.11
407,"Patzún",49017,"No Usa Celular",18668,38.08
407,"Patzún",49017,"NA_Celular",394,0.8
407,"Patzún",49017,"Usa Computadora",10123,20.65
407,"Patzún",49017,"No usa Computadora",38481,78.51
407,"Patzún",49017,"NA_Computadora",413,0.84
407,"Patzún",49017,"Usa Internet",12580,25.66
407,"Patzún",49017,"No usa Internet",35851,73.14
407,"Patzún",49017,"NA_Internet",586,1.2
408,"San Miguel Pochuta",7463,"Usa Celular",3695,49.51
408,"San Miguel Pochuta",7463,"No Usa Celular",3729,49.97
408,"San Miguel Pochuta",7463,"NA_Celular",39,0.52
408,"San Miguel Pochuta",7463,"Usa Computadora",1228,16.45
408,"San Miguel Pochuta",7463,"No usa Computadora",6192,82.97
408,"San Miguel Pochuta",7463,"NA_Computadora",43,0.58
408,"San Miguel Pochuta",7463,"Usa Internet",1318,17.66
408,"San Miguel Pochuta",7463,"No usa Internet",6066,81.28
408,"San Miguel Pochuta",7463,"NA_Internet",79,1.06
409,"Patzicía",28069,"Usa Celular",17739,63.2
409,"Patzicía",28069,"No Usa Celular",9969,35.52
409,"Patzicía",28069,"NA_Celular",361,1.29
409,"Patzicía",28069,"Usa Computadora",4888,17.41
409,"Patzicía",28069,"No usa Computadora",22885,81.53
409,"Patzicía",28069,"NA_Computadora",296,1.05
409,"Patzicía",28069,"Usa Internet",6422,22.88
409,"Patzicía",28069,"No usa Internet",21223,75.61
409,"Patzicía",28069,"NA_Internet",424,1.51
410,"Santa Cruz Balanyá",7931,"Usa Celular",5144,64.86
410,"Santa Cruz Balanyá",7931,"No Usa Celular",2764,34.85
410,"Santa Cruz Balanyá",7931,"NA_Celular",23,0.29
410,"Santa Cruz Balanyá",7931,"Usa Computadora",2619,33.02
410,"Santa Cruz Balanyá",7931,"No usa Computadora",5293,66.74
